Ascent Type,Route Grade,Ascent Grade,Route Height,Route Stars,Country,Crag Name,Crag Path,Quality,Ascent_day,Ascent_month,Ascent_year,cons_grade
Flash,6b+,6b+,12,1,Italy,Cantarana,Cantarana - Classico,Good,20,8,2020,34
Red point,7c+,7c+,22,3,Italy,Alpisella,Alpisella,Classic,19,8,2020,50
Red point,8a,8a,25,3,Italy,Alpisella,Alpisella,Classic,18,8,2020,52
Flash,7a+,7a+,20,1,Italy,Alpisella,Alpisella,Good,18,8,2020,42
Flash,7a,7a,20,2,Italy,Alpisella,Alpisella,Very Good,18,8,2020,40
Flash,6b,6b,20,1,Italy,Alpisella,Alpisella,Good,18,8,2020,32
Red point,7c,7c,14,1,France,Col du chat,Col du chat,Good,16,8,2020,48
Red point,8a+,8a+,35,2,France,Col du chat,Col du chat,Very Good,15,8,2020,54
Flash,6b,6b,16,0,France,Col du chat,Col du chat,Average,15,8,2020,32
Red point,7b+,7b+,30,1,France,Col du chat,Col du chat,Good,15,8,2020,46
Flash,6c+,6c+,31,1,France,Col du chat,Col du chat,Good,13,8,2020,38
Flash,7a,7a,31,1,France,Col du chat,Col du chat,Good,13,8,2020,40
Red point,7c+,7c+,20,2,France,Col du chat,Col du chat,Very Good,13,8,2020,50
Flash,7b,7b+,35,1,France,Col du chat,Col du chat,Good,8,12,2020,44
Red point,7c+,7c+,30,2,France,Col du chat,Col du chat,Very Good,8,10,2020,50
Flash,7c,7c,33,2,France,Col du chat,Col du chat,Very Good,8,10,2020,48
Flash,7b,7b,31,2,France,Col du chat,Col du chat,Good,8,10,2020,44
Red point,7c,7c,23,2,France,Vercors,Vercors - Les Trois Pucelles - La Roche,Very Good,8,9,2020,48
Flash,6a+,6a+,17,2,France,Vercors,Vercors - Les Trois Pucelles - La Roche,Good,8,9,2020,30
Flash,6c,6c,17,1,France,Vercors,Vercors - Les Trois Pucelles - La Roche,Good,8,9,2020,36
Flash,7a,7a,17,1,France,Vercors,Vercors - Les Trois Pucelles - La Roche,Good,8,9,2020,40
Flash,6b,6b,23,2,France,Vercors,Vercors - Les Trois Pucelles - La Roche,Very Good,8,9,2020,32
Red point,7c,7c,35,2,France,Col du chat,Col du chat,Very Good,8,8,2020,48
Flash,6b+,6b+,15,2,France,Col du chat,Col du chat,Good,8,8,2020,34
Red point,7c,7c,30,3,France,Vercors,Vercors - Lans en Vercors - Humour noir,Classic,8,3,2020,48
Red point,8a,8a,40,3,France,Col du Mollard,Col du Mollard,Classic,8,3,2020,52
Flash,7b,7b,30,3,France,Vercors,Vercors - Lans en Vercors - Humour noir,Classic,8,2,2020,44
Flash,7a+,7a+,30,3,France,Vercors,Vercors - Lans en Vercors - Humour noir,Classic,8,2,2020,42
Flash,6c+,6c+,20,1,France,Grotte des Eaux Mortes,Grotte des Eaux Mortes,Good,25,7,2020,38
Flash,6c+,6c+,300,1,France,Vercors,Vercors - Rocher de la Bourgeoise,Good,19,7,2020,38
Flash,6b+,6b+,20,0,France,Marocaz,Marocaz - Bas,Average,17,7,2020,34
Red point,8a,8a,20,3,France,Mathes,Mathes,Classic,7,12,2020,52
Red point,7c+,7c+,25,3,France,Mathes,Mathes,Very Good,7,12,2020,50
Flash,6b+,6b+,25,1,France,Mathes,Mathes,Good,7,11,2020,34
Flash,6c,6c,18,0,France,Marocaz,Marocaz - Bas,Average,7,8,2020,36
Red point,7c+,7c,32,0,France,Marocaz,Marocaz - Bas,Average,7,8,2020,50
Flash,7a,7a,18,1,France,Saint Pancrasse,Saint Pancrasse - Le Bastion,Good,7,3,2020,40
Red point,7b+,7b+,18,2,France,Saint Pancrasse,Saint Pancrasse - Le Bastion,Good,7,3,2020,46
Flash,7a+,7a+,35,2,France,Arsine,Arsine - Mur d'Elie,Very Good,27,6,2020,42
Flash,7b,7b,35,2,France,Arsine,Arsine - Mur d'Elie,Very Good,27,6,2020,44
Flash,6b,6b,15,1,France,Arsine,Arsine - Mur d'Elie,Good,27,6,2020,32
Flash,6b+,6b+,15,2,France,Arsine,Arsine - Mur d'Elie,Very Good,27,6,2020,34
Flash,6c+,6c+,20,0,France,Le Pimaï,Le Pimaï,Average,24,6,2020,38
Flash,7b,7b,30,2,France,Le Pimaï,Le Pimaï,Good,23,6,2020,44
Flash,7a,7a,26,2,France,Le Pimaï,Le Pimaï,Average,23,6,2020,40
Flash,6c,6c,20,2,France,Le Pimaï,Le Pimaï,Good,23,6,2020,36
Red point,8a,8a,22,2,France,Vercors,Vercors - Lans en Vercors - Michel Ange,Very Good,14,6,2020,52
Flash,7a,7a,20,1,France,Vercors,Vercors - Lans en Vercors - Humour noir,Good,14,6,2020,40
Red point,7c,7c,25,2,France,Vercors,Vercors - Lans en Vercors - Humour noir,Very Good,14,6,2020,48
Flash,7a,7a,25,3,France,Vercors,Vercors - Lans en Vercors - Michel Ange,Very Good,6,6,2020,40
Flash,7b,7b,25,3,France,Vercors,Vercors - Lans en Vercors - Michel Ange,Classic,6,6,2020,44
Red point,7c+,7c+,32,3,France,Mathes,Mathes,Mega Classic,31,5,2020,50
Red point,7c,7c,15,1,France,Les Rigauds,Les Rigauds - Tip top,Good,30,5,2020,48
Red point,7c+,7c+,25,2,France,Les Rigauds,Les Rigauds - Tetrapak,Very Good,30,5,2020,50
Red point,7a+,7a+,20,2,France,Vercors,Vercors - Tamée - Côté Court,Very Good,28,5,2020,42
Red point,7c+,7c+,12,2,France,Vercors,Vercors - Tamée - Côté Court,Very Good,27,5,2020,50
Flash,7c,7c,15,2,France,Vercors,Vercors - Tamée - Côté Court,Classic,27,5,2020,48
Red point,7c,7c,15,1,France,Les Rigauds,Les Rigauds - Gnawa,Good,24,5,2020,48
Red point,8a,8a,17,2,France,Les Rigauds,Les Rigauds - Tacot tak,Very Good,24,5,2020,52
Red point,7c+,7c+,25,2,France,Col de Saint Saturnin,Col de Saint Saturnin - Devers,Very Good,23,5,2020,50
Flash,6a,6a,13,1,France,Les Rigauds,Les Rigauds - Gnawa,Good,21,5,2020,28
Red point,7c,7c,20,2,France,Les Rigauds,Les Rigauds - Tacot tak,Very Good,21,5,2020,48
Red point,7c+,7c+,17,2,France,Les Rigauds,Les Rigauds - Tacot tak,Very Good,21,5,2020,50
Flash,6b,6b,23,2,France,La Pierre Grange,La Pierre Grange - Pierre Grange 1 - Chien à plumes,Very Good,20,5,2020,32
Flash,6c,6c,23,2,France,La Pierre Grange,La Pierre Grange - Pierre Grange 1 - Chien à plumes,Very Good,20,5,2020,36
Flash,6b+,6b+,16,0,France,La Pierre Grange,La Pierre Grange - Pierre Grange 1 - Ailes du désir,Average,19,5,2020,34
Flash,7a+,7a+,15,2,France,La Pierre Grange,La Pierre Grange - Pierre Grange 1 - Ailes du désir,Very Good,19,5,2020,42
Flash,6c,6c,18,2,France,Vercors,Vercors - Tamée - Côté Court,Very Good,16,5,2020,36
Red point,7b+,7b+,30,3,France,Arbin,Arbin - Haut,Mega Classic,14,3,2020,46
Flash,7a+,7a+,18,0,France,Arbin,Arbin - Haut,Average,14,3,2020,42
Red point,8a,8a,30,3,France,Arbin,Arbin - Haut,Mega Classic,14,3,2020,52
Flash,6c,6c,30,0,France,Désert de l'écureuil,Désert de l'écureuil,Average,3,8,2020,36
Flash,6c+,6c+,27,2,France,Désert de l'écureuil,Désert de l'écureuil,Average,3,8,2020,38
Red point,7c+,7c+,25,2,France,Désert de l'écureuil,Désert de l'écureuil,Very Good,3,8,2020,50
Red point,7c+,7c+,30,2,France,Arbin,Arbin - Haut,Very Good,3,7,2020,50
Red point,7b,7b+,30,3,France,Arbin,Arbin - Haut,Mega Classic,3,7,2020,44
Red point,8a,8a,18,1,France,Marocaz,Marocaz - Bas,Average,23,2,2020,52
Flash,7b+,7b+,25,2,France,Col de Saint Saturnin,Col de Saint Saturnin - Devers,Very Good,16,2,2020,46
Flash,6c+,6c+,23,0,France,Col de Saint Saturnin,Col de Saint Saturnin - Central,Average,16,2,2020,38
Flash,7a+,7a+,23,2,France,Col de Saint Saturnin,Col de Saint Saturnin - Central,Very Good,16,2,2020,42
Red point,8a,8a,30,3,France,Arbin,Arbin - Haut,Mega Classic,15,2,2020,52
Red point,7c+,8a,30,3,France,Arbin,Arbin - Haut,Mega Classic,2,9,2020,50
Flash,6b+,6b+,25,3,France,Cornailles,Cornailles - Topolino,Very Good,2,8,2020,34
Red point,7c+,7c+,25,2,France,Cornailles,Cornailles - Topolino,Very Good,2,8,2020,50
Flash,6b+,6b+,23,2,France,Cornailles,Cornailles - Topolino,Very Good,2,8,2020,34
Flash,6c,6c,25,2,France,Cornailles,Cornailles - Topolino,Very Good,1,12,2020,36
Flash,6b+,6b+,23,1,France,Cornailles,Cornailles - Topolino,Average,1,12,2020,34
Red point,7c+,7c+,25,0,France,Cornailles,Cornailles - Topolino,Average,1,12,2020,50
Flash,7a+,7a+,25,2,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Petit vérin,Very Good,1,5,2020,42
Red point,7c,7c,25,2,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Gillou,Very Good,1,5,2020,48
Flash,7b,7b,25,3,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Petit vérin,Mega Classic,1,4,2020,44
Red point,7c,7c,25,3,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Petit vérin,Mega Classic,1,1,2020,48
Flash,7a,7a,20,3,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Nebuleuse,Mega Classic,1,1,2020,40
Flash,7a+,7a+,20,0,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Nebuleuse,Average,31,12,2019,42
Red point,7b,7b,40,3,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Petit vérin,Mega Classic,30,12,2019,44
Flash,6c,6c,35,2,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Petit vérin,Very Good,30,12,2019,36
Flash,7b+,7b,25,2,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Gillou,Very Good,30,12,2019,46
Flash,7b,7b,25,3,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Gillou,Mega Classic,30,12,2019,44
Flash,7b+,7b+,25,2,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Petit vérin,Very Good,29,12,2019,46
Red point,8a,8a,25,3,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Petit vérin,Mega Classic,29,12,2019,52
Flash,6c+,6c+,25,2,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Petit vérin,Very Good,29,12,2019,38
Flash,7a,7a,20,0,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Nebuleuse,Average,28,12,2019,40
Flash,7b,7b,20,2,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Gillou,Very Good,28,12,2019,44
Flash,7b,7b,25,3,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Petit vérin,Mega Classic,26,12,2019,44
Flash,7a+,7a+,25,2,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Petit vérin,Very Good,26,12,2019,42
Flash,7a,7a,20,3,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Nebuleuse,Mega Classic,26,12,2019,40
Red point,7b,7b,40,3,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Petit vérin,Mega Classic,26,12,2019,44
Flash,7a+,7a+,20,0,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Nebuleuse,Average,26,12,2019,42
Red point,7c,7c,25,3,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Petit vérin,Very Good,25,12,2019,48
Red point,7c,7c,25,3,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Petit vérin,Mega Classic,25,12,2019,48
Flash,7a,7a,25,3,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Petit vérin,Very Good,24,12,2019,40
Red point,7b,7b,25,2,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Petit vérin,Average,24,12,2019,44
Flash,6b+,6c,20,2,France,Dentelles de Montmirail,Dentelles de Montmirail - Chaine du Clapis - Nebuleuse,Very Good,24,12,2019,34
Red point,7a+,7a+,20,2,France,Saint Didier,Saint Didier - Haut,Very Good,12,8,2019,42
Red point,7c,7c,20,2,France,Saint Didier,Saint Didier - Haut,Very Good,12,8,2019,48
Flash,7a,7a,22,2,France,Saint Didier,Saint Didier - Haut,Very Good,12,8,2019,40
Red point,7b+,7b+,25,2,France,Chez Roger,Chez Roger,Very Good,12,7,2019,46
Flash,7c,7c,25,2,France,Chez Roger,Chez Roger,Very Good,12,7,2019,48
Flash,6b+,6b+,25,2,France,Chez Roger,Chez Roger,Very Good,12,7,2019,34
Flash,7b,7b,20,0,France,Chez Roger,Chez Roger,Average,12,7,2019,44
Flash,6c+,6c+,15,2,France,Marocaz,Marocaz - Bas,Very Good,23,11,2019,38
Red point,7b,7b,16,2,France,Marocaz,Marocaz - Bas,Very Good,23,11,2019,44
Red point,7c+,7c+,13,2,France,Narbonne,Narbonne - Le goupil,Very Good,22,11,2019,50
Red point,7c,7c,15,2,France,Narbonne,Narbonne - Le goupil,Very Good,22,11,2019,48
Flash,7b,7b,15,2,France,Narbonne,Narbonne - Le goupil,Very Good,16,11,2019,44
Red point,7c,7c,12,0,France,Narbonne,Narbonne - Le goupil,Average,11,11,2019,48
Red point,8a,8a,15,2,France,Narbonne,Narbonne - Le goupil,Very Good,11,11,2019,52
Red point,7c,7c,12,2,France,Narbonne,Narbonne - Le goupil,Very Good,11,11,2019,48
Flash,7b+,7b+,15,2,France,Narbonne,Narbonne - Le goupil,Very Good,11,9,2019,46
Flash,7b,7b,12,1,France,Narbonne,Narbonne - Le goupil,Average,11,9,2019,44
Red point,7c+,7c+,25,2,France,Chez Roger,Chez Roger,Very Good,11,1,2019,50
Flash,6c,6c,25,2,France,Chez Roger,Chez Roger,Very Good,11,1,2019,36
Red point,7c+,7c+,25,3,France,Chez Roger,Chez Roger,Mega Classic,27,10,2019,50
Red point,7b+,7b+,25,2,France,Chez Roger,Chez Roger,Very Good,27,10,2019,46
Flash,7a,7a,25,2,France,Chez Roger,Chez Roger,Very Good,27,10,2019,40
Flash,7b+,7b+,25,2,France,Chez Roger,Chez Roger,Very Good,26,10,2019,46
Red point,7b,7b,25,2,France,Chez Roger,Chez Roger,Very Good,26,10,2019,44
Red point,7c+,7c+,25,3,France,Chez Roger,Chez Roger,Mega Classic,26,10,2019,50
Flash,7a,7a,25,2,France,Chez Roger,Chez Roger,Very Good,26,10,2019,40
Red point,7a+,7a,15,2,France,Vercors,Vercors - Tamée - Côté Court,Very Good,25,10,2019,42
Flash,7b,7b,15,3,France,Vercors,Vercors - Tamée - Côté Court,Mega Classic,25,10,2019,44
Flash,6c,6c,20,0,France,Saint Pancrasse,Saint Pancrasse - Tetard park,Average,20,10,2019,36
Flash,7b,7b,35,3,France,Vercors,Vercors - Tamée - Presqu’île du Haut,Mega Classic,14,10,2019,44
Red point,7c+,7c+,25,3,France,Vercors,Vercors - Tamée - Presqu’île du Haut,Mega Classic,13,10,2019,50
Flash,7c,7c,30,3,France,Vercors,Vercors - Tamée - Presqu’île du Haut,Mega Classic,10,12,2019,48
Red point,8a,8a,25,2,France,Vercors,Vercors - Tamée - Presqu’île du Haut,Very Good,10,6,2019,52
Flash,7b+,7b+,25,3,France,Vercors,Vercors - Tamée - Presqu’île du Haut,Mega Classic,10,6,2019,46
Flash,6b+,6b+,30,3,France,Vercors,Vercors - Tamée - Presqu’île du Haut,Mega Classic,10,5,2019,34
Red point,8a+,8a+,35,3,France,Vercors,Vercors - Tamée - Presqu’île du Haut,Mega Classic,10,5,2019,54
Flash,7b,7b,20,2,France,Vercors,Vercors - Tamée - Presqu’île du Haut,Very Good,30,9,2019,44
Red point,8a,8a,25,3,France,Vercors,Vercors - Tamée - Presqu’île du Haut,Mega Classic,29,9,2019,52
Flash,6c+,6c+,35,3,France,Vercors,Vercors - Tamée - Presqu’île du Haut,Mega Classic,29,9,2019,38
Flash,7a+,7a+,20,2,France,Vercors,Vercors - Tamée - La plage,Very Good,28,9,2019,42
Flash,7b+,7b+,20,2,France,Vercors,Vercors - Tamée - La plage,Very Good,21,9,2019,46
Red point,7b+,7b+,18,2,France,Saint Pancrasse,Saint Pancrasse - Le Bastion,Very Good,9,11,2019,46
Red point,8a+,8a+,25,3,France,Vercors,Vercors - Tamée - La plage,Mega Classic,9,8,2019,54
Red point,8a,8a,30,2,France,Vercors,Vercors - Tamée - La plage,Very Good,9,7,2019,52
Red point,7c+,7c+,20,2,France,Vercors,Vercors - Tamée - La plage,Very Good,9,7,2019,50
Red point,8a+,8a+,17,1,France,La Flachère,La Flachère - Cascade d'Alloix,Good,9,4,2019,54
Flash,7c,7c,19,3,France,Col du chat,Col du chat,Mega Classic,9,1,2019,48
Red point,7c,7c,25,3,France,Col du chat,Col du chat,Classic,9,1,2019,48
Flash,7a+,7a+,32,2,France,Col du chat,Col du chat,Very Good,9,1,2019,42
Red point,7a,7a,280,2,France,Rocher du Midi,Rocher du Midi,Very Good,31,8,2019,40
Flash,7a,7a,280,2,France,Rocher du Midi,Rocher du Midi,Mega Classic,31,8,2019,40
Red point,7b+,7b+,40,2,France,Col du Mollard,Col du Mollard,Very Good,25,8,2019,46
Red point,7c,7c,23,0,France,Col du Mollard,Col du Mollard,Average,24,8,2019,48
Flash,6a,6a,17,0,France,Col du Mollard,Col du Mollard,Average,18,8,2019,28
Flash,8a+,8a+,40,3,France,Oréac,Oréac - Grotte d'Oréac,Mega Classic,8,9,2019,54
Flash,6c,6c,17,2,France,Bouchier,Bouchier - Wadi Rum,Mega Classic,8,6,2019,36
Flash,6b+,6b+,30,2,France,Bouchier,Bouchier - Wadi Rum,Mega Classic,8,6,2019,34
Flash,7b,7b,17,2,France,Bouchier,Bouchier - Wadi Rum,Very Good,8,5,2019,44
Flash,6b,6b,24,2,France,Bouchier,Bouchier - Wadi Rum,Average,8,5,2019,32
Flash,7a,7a,18,2,France,Bouchier,Bouchier - Wadi Rum,Very Good,8,5,2019,40
Flash,7a,7a,18,2,France,Saint Pancrasse,Saint Pancrasse - Le Bastion,Very Good,30,7,2019,40
Flash,6a+,6a+,20,0,Italy,Susa - Moncenisio,Susa - Moncenisio - Parete dei Cervi - Gravere,Average,28,7,2019,30
Red point,7b,7b,35,2,France,Le Glésy,Le Glésy - Cascade,Very Good,21,7,2019,44
Red point,7c,7c,35,2,France,Le Glésy,Le Glésy - Cascade,Very Good,21,7,2019,48
Red point,8a+,8a+,22,3,France,Les Rigauds,Les Rigauds - Old boys,Mega Classic,19,7,2019,54
Flash,6b+,6b+,14,2,France,Les Rigauds,Les Rigauds - Tip top,Very Good,18,7,2019,34
Red point,7c+,7c+,20,3,France,Les Rigauds,Les Rigauds - Old boys,Mega Classic,18,7,2019,50
Flash,7b,7b,20,2,France,Les Rigauds,Les Rigauds - Quitus,Very Good,18,7,2019,44
Flash,6c+,6c+,20,0,France,Les Rigauds,Les Rigauds - Tacot tak,Average,17,7,2019,38
Red point,7b,7b,20,2,France,Les Rigauds,Les Rigauds - Tacot tak,Very Good,17,7,2019,44
Red point,7b+,7b+,20,2,France,Les Rigauds,Les Rigauds - Tacot tak,Very Good,17,7,2019,46
Flash,6c,6c,13,0,France,Les Rigauds,Les Rigauds - Tip top,Average,17,7,2019,36
Flash,7b,7b,15,2,France,Les Rigauds,Les Rigauds - Tip top,Very Good,16,7,2019,44
Red point,7c,7c,15,2,France,Les Rigauds,Les Rigauds - Tip top,Very Good,16,7,2019,48
Flash,6c,6c,14,0,France,Les Rigauds,Les Rigauds - Aragami,Average,16,7,2019,36
Red point,7c,7c,17,2,France,Les Rigauds,Les Rigauds - Aragami,Very Good,16,7,2019,48
Flash,7b+,7b+,15,2,France,Les Rigauds,Les Rigauds - Aragami,Very Good,15,7,2019,46
Flash,6c,6c,13,0,France,Les Rigauds,Les Rigauds - Aragami,Average,15,7,2019,36
Red point,8a,8a,23,2,France,Les Rigauds,Les Rigauds - Tetrapak,Very Good,15,7,2019,52
Red point,7c,7c,19,0,France,Les Rigauds,Les Rigauds - Old boys,Average,14,7,2019,48
Flash,7a+,7a+,22,2,France,Les Rigauds,Les Rigauds - Old boys,Very Good,14,7,2019,42
Red point,7c+,7c+,20,2,France,Le Glésy,Le Glésy - Bon B,Very Good,7,8,2019,50
Red point,7c+,7c+,25,2,France,Les Rigauds,Les Rigauds - Tetrapak,Very Good,7,7,2019,50
Flash,6c,6c,18,0,France,Les Rigauds,Les Rigauds - Tetrapak,Average,7,7,2019,36
Red point,7b+,7b+,40,2,France,Le Glésy,Le Glésy - Cascade,Very Good,7,1,2019,46
Red point,7c+,7c+,35,3,France,Vercors,Vercors - Le mur de Satan,Mega Classic,21,6,2019,50
Red point,7b,7b,15,2,France,La Flachère,La Flachère - Cascade d'Alloix,Very Good,19,6,2019,44
Flash,7a,7a,18,2,France,Saint Pancrasse,Saint Pancrasse - Le Bastion,Very Good,18,6,2019,40
Flash,7b,7b,35,2,France,Vercors,Vercors - Le mur de Satan,Very Good,16,6,2019,44
Red point,7b,7b,15,0,France,Saint Pancrasse,Saint Pancrasse - La Muraille,Average,13,6,2019,44
Red point,7a+,7a+,12,0,France,Saint Pancrasse,Saint Pancrasse - La Muraille,Average,6,12,2019,42
Flash,7b+,7b+,35,3,France,Vercors,Vercors - Le mur de Satan,Mega Classic,6,8,2019,46
Flash,7b+,7b+,35,3,France,Vercors,Vercors - Le mur de Satan,Mega Classic,6,8,2019,46
Flash,7a,7b,35,2,France,Vercors,Vercors - Le mur de Satan,Very Good,6,8,2019,40
Flash,6c,6c,20,2,France,Saint Pancrasse,Saint Pancrasse - La Muraille,Very Good,6,6,2019,36
Red point,7c,7c,18,2,France,Saint Pancrasse,Saint Pancrasse - La Muraille,Very Good,6,6,2019,48
Flash,6a+,6a+,18,2,France,Saint Pancrasse,Saint Pancrasse - La Muraille,Very Good,6,4,2019,30
Red point,8b,8b,22,2,France,Vercors,Vercors - Le mur de Satan,Very Good,31,5,2019,56
Red point,7c,7c,25,3,France,Vercors,Vercors - Le mur de Satan,Mega Classic,30,5,2019,48
Flash,7c,7c,20,3,France,Vercors,Vercors - Le mur de Satan,Mega Classic,30,5,2019,48
Flash,6b+,6b+,20,3,France,Vercors,Vercors - Le mur de Satan,Mega Classic,26,5,2019,34
Red point,7b+,7b+,22,3,France,Vercors,Vercors - Le mur de Satan,Mega Classic,26,5,2019,46
Red point,8a+,8a+,20,3,France,Vercors,Vercors - Le mur de Satan,Mega Classic,26,5,2019,54
Red point,8a,8a,20,2,France,Vercors,Vercors - Le mur de Satan,Very Good,25,5,2019,52
