Ascent Type,Route Grade,Ascent Grade,Route Height,Route Stars,Country,Crag Name,Crag Path,Quality,Ascent_day,Ascent_month,Ascent_year,cons_grade
Red point,6a+,6a+,15,2,France,Vosges du Nord,Vosges du Nord - Windstein - Cryptospit,Very Good,28,9,2021,30
Flash,6b,6b,12,1,France,Vosges du Nord,Vosges du Nord - Landersberg - Landersberg nouveau,Very Good,25,9,2021,32
Red point,6b,6b,12,1,France,Vosges du Nord,Vosges du Nord - Landersberg - Landersberg nouveau,Very Good,25,9,2021,32
Flash,6a+,6a+,26,2,Luxembourg,Berdorf,Berdorf - Was Not Was,Very Good,19,9,2021,30
Red point,6c,6c+,22,3,Luxembourg,Berdorf,Berdorf - Infernale,Very Good,19,9,2021,36
Red point,7a+,7a,27,2,Luxembourg,Berdorf,Berdorf - Gentiane,Very Good,18,9,2021,42
Flash,5c+,5c+,25,3,Luxembourg,Berdorf,Berdorf - Gentiane,Mega Classic,18,9,2021,26
Flash,5c+,6a,25,2,Luxembourg,Berdorf,Berdorf - Gentiane,Very Good,18,9,2021,26
Red point,8-,8-,24,2,Germany,Hainstadt,Hainstadt,Classic,9,4,2021,38
Flash,6b+,6b+,10,2,Spain,Rodellar,Rodellar - Furia Latina,Very Good,25,8,2021,34
Flash,6a,6a,10,1,Spain,Rodellar,Rodellar - Rigole,Good,25,8,2021,28
Flash,6a,6a,10,2,Spain,Rodellar,Rodellar - Rigole,Very Good,25,8,2021,28
Flash,4c,4c,12,0,Spain,Rodellar,Rodellar - Rigole,Very Good,25,8,2021,18
Red point,7a+,7a+,17,3,Spain,Rodellar,Rodellar - Boulder Del Jon,Mega Classic,24,8,2021,42
Flash,6c,6c,12,2,Spain,Rodellar,Rodellar - Boulder Del Jon,Very Good,22,8,2021,36
Flash,6b,6b,10,1,Spain,Rodellar,Rodellar - Furia Latina,Very Good,21,8,2021,32
Flash,6b+,6b+,10,1,Spain,Rodellar,Rodellar - Furia Latina,Very Good,21,8,2021,34
Red point,6a+,6a+,17,1,Spain,Rodellar,Rodellar - La Fuente,Very Good,21,8,2021,30
Red point,6c+,6c+,23,3,Spain,Rodellar,Rodellar - Bisagra,Classic,19,8,2021,38
Flash,6a,6a,20,1,Spain,Rodellar,Rodellar - Bikini,Very Good,17,8,2021,28
Red point,7-,6+,21,2,Germany,Annweiler Gebiet,Annweiler Gebiet - Münzfels,Very Good,7,3,2021,30
Red point,7+,7+,15,2,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Lichtenfelser Dach,Very Good,27,6,2021,34
Flash,6,6,15,1,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Ziegenfelder Wände,Classic,27,6,2021,24
Flash,7-,7-,15,1,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Ziegenfelder Wände,Very Good,27,6,2021,30
Flash,7,7,15,1,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Diebesloch,Very Good,26,6,2021,32
Flash,7-,7-,15,1,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Diebesloch,Good,26,6,2021,30
Red point,8+/9-,8+,15,2,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Diebesloch,Very Good,26,6,2021,44
Red point,8,8,18,2,Germany,Bessenbach,Bessenbach - Dschungelbuch,Very Good,6,12,2021,40
Red point,6,6,20,2,Germany,Bessenbach,Bessenbach - Schutthalde,Very Good,6,12,2021,24
Flash,7,7,10,1,Germany,Frankenjura Nord,"Frankenjura Nord - Fränkische Schweiz - Graisch, Leienfels, Bärnfels - Soranger Wand",Very Good,6,4,2021,32
Red point,8-,8-,12,2,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Obertrubach - Grüne Hölle - Main,Classic,6,4,2021,38
Flash,7,7,10,2,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Obertrubach - Grüne Hölle - Main,Very Good,6,4,2021,32
Flash,7,7,13,2,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Obertrubach - Grüne Hölle - Upper part,Very Good,6,4,2021,32
Flash,6+,6+,15,1,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Pottenstein - Marientaler Wand - Upper Sector,Average,6,3,2021,28
Red point,8,8,10,1,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Pottenstein - Marientaler Wand - Upper Sector,Good,6,3,2021,40
Flash,7-,7-,10,2,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Pottenstein - Marientaler Wand - Upper Sector,Good,6,3,2021,30
Flash,7a,7a,15,3,Luxembourg,Berdorf,Berdorf - Takla Makan,Classic,30,5,2021,40
Red point,6c+,6c+,22,2,Luxembourg,Berdorf,Berdorf - Bleausarde,Very Good,30,5,2021,38
Flash,6b,6b,18,2,Luxembourg,Berdorf,Berdorf - Remoise,Very Good,30,5,2021,32
Flash,5b+,5b+,18,2,Luxembourg,Berdorf,Berdorf - Lionel Terray,Very Good,30,5,2021,23
Red point,7a,7a,24,2,Luxembourg,Berdorf,Berdorf - Bleausarde,Very Good,29,5,2021,40
Flash,4c,4b,30,2,Luxembourg,Berdorf,Berdorf - Gentiane,Very Good,29,5,2021,18
Flash,6b+,6b+,27,2,Luxembourg,Berdorf,Berdorf - Isatis,Very Good,29,5,2021,34
Flash,7-,7-,10,1,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Unteres Püttlachtal - Amerikanische Botschaft,Very Good,24,5,2021,30
Red point,8-,8-,10,2,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Unteres Püttlachtal - Amerikanische Botschaft,Very Good,24,5,2021,38
Red point,8-,8-,20,2,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Unteres Püttlachtal - Amerikanische Botschaft,Very Good,24,5,2021,38
Flash,7,7,10,1,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Geierwand,Very Good,23,5,2021,32
Flash,7,7,10,1,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Geierwand,Good,23,5,2021,32
Flash,8-,8-,10,1,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Geierwand,Very Good,23,5,2021,38
Flash,7+,7+,15,1,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Bauernschmitt Gedenkwand,Good,22,5,2021,34
Flash,7-,7-,20,1,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Toni Schmid Gedenkwand,Good,22,5,2021,30
Flash,6,6,10,2,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Ailsbachtal - Rabenstein,Good,15,5,2021,24
Red point,8-,8-,11,2,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Geierwand,Classic,14,5,2021,38
Red point,8/8+,8+,12,2,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Geierwand,Very Good,14,5,2021,41
Red point,8,8,10,2,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Geierwand,Very Good,14,5,2021,40
Flash,7,7,11,1,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Geierwand,Very Good,14,5,2021,32
Red point,7a,7a,27,2,Luxembourg,Berdorf,Berdorf - Nikita,Very Good,5,2,2021,40
Flash,6b+,6a,16,1,Luxembourg,Berdorf,Berdorf - Tempête,Good,5,2,2021,34
Flash,5c,5c,16,2,Luxembourg,Berdorf,Berdorf - Takla Makan,Very Good,5,2,2021,24
Flash,6b+,6b+,15,2,Luxembourg,Berdorf,Berdorf - Takla Makan,Good,5,1,2021,34
Flash,6c+,6c+,21,2,Luxembourg,Berdorf,Berdorf - Remoise,Very Good,26,4,2021,38
Red point,6b,6b,27,3,Luxembourg,Berdorf,Berdorf - Gentiane,Classic,25,4,2021,32
Flash,6b+,6b+,27,3,Luxembourg,Berdorf,Berdorf - Isatis,Very Good,24,4,2021,34
Flash,6a+,6a,26,3,Luxembourg,Berdorf,Berdorf - Minimops,Very Good,24,4,2021,30
Flash,6a,6a,26,2,Luxembourg,Berdorf,Berdorf - Free Reality,Very Good,4,2,2021,28
Red point,6c,6c,25,2,Luxembourg,Berdorf,Berdorf - Free Reality,Very Good,4,2,2021,36
Flash,5c,5c,18,2,Luxembourg,Berdorf,Berdorf - Lionel Terray,Classic,4,1,2021,24
Flash,5c+,5b,20,1,Luxembourg,Berdorf,Berdorf - Lionel Terray,Very Good,4,1,2021,26
Red point,6b+,6b+,21,2,Luxembourg,Berdorf,Berdorf - Remoise,Very Good,4,1,2021,34
Flash,7a,7a,21,3,Luxembourg,Berdorf,Berdorf - Remoise,Very Good,4,1,2021,40
Red point,8,8,14,2,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Oberes Wiesenttal - Treunitzer Klettergarten,Very Good,30,3,2021,40
Flash,6,6,13,2,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Oberes Wiesenttal - Treunitzer Klettergarten,Very Good,30,3,2021,24
Flash,6-,6-,13,2,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Oberes Wiesenttal - Treunitzer Klettergarten,Good,30,3,2021,22
Flash,7,7,12,1,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Oberes Wiesenttal - Treunitzer Klettergarten,Very Good,30,3,2021,32
Flash,6,6,7,1,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Mittleres Wiesenttal - Andeltodrom,Good,29,3,2021,24
Flash,6+,6+,7,1,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Mittleres Wiesenttal - Andeltodrom,Good,29,3,2021,28
Red point,8-,8-,10,2,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Mittleres Wiesenttal - Andeltodrom,Good,29,3,2021,38
Flash,6,6,14,1,Germany,Lenninger Alb,Lenninger Alb - Kesselwand - Nebenfels,Good,21,2,2021,24
Flash,6+,6+,20,3,Germany,Lenninger Alb,Lenninger Alb - Kesselwand - Alte Kesselwand,Very Good,20,2,2021,28
Red point,8-,8-,30,3,Germany,Lenninger Alb,Lenninger Alb - Kesselwand - Alte Kesselwand,Classic,20,2,2021,38
Red point,7-,7-,20,2,Germany,Schriesheim,Schriesheim - 4. Wandstufe,Very Good,14,2,2021,30
Red point,6,6,22,1,Germany,Schriesheim,Schriesheim - 4. Wandstufe,Good,14,2,2021,24
Red point,6,6,17,2,Germany,Schriesheim,Schriesheim - 4. Wandstufe,Very Good,14,2,2021,24
Red point,7+,7+,20,2,Germany,Bessenbach,Bessenbach - Schutthalde,Very Good,19,12,2020,34
Red point,5,5,11,2,Germany,Bessenbach,Bessenbach - Amphitheater,Good,31,10,2020,18
Red point,8+/9-,8+,15,2,Germany,Hainstadt,Hainstadt,Very Good,17,10,2020,44
Red point,8-,8-,6,2,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Mittleres Wiesenttal - Harry Potter Wand,Classic,13,9,2020,38
Flash,6+,6+,8,1,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Mittleres Wiesenttal - Harry Potter Wand,Good,13,9,2020,28
Red point,8-,8-,10,2,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Mittleres Wiesenttal - Harry Potter Wand,Classic,13,9,2020,38
Red point,7+,7+,10,2,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Mittleres Wiesenttal - Harry Potter Wand,Classic,13,9,2020,34
Red point,7+,7+,14,2,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Diebesloch,Very Good,9,12,2020,34
Flash,6,6+,18,2,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Nankendorf - Freudenhaus,Classic,9,11,2020,24
Red point,7,7,15,2,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Nankendorf - Freudenhaus,Very Good,9,11,2020,32
Flash,7+,7+,15,2,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Lichtenfelser Dach,Very Good,9,10,2020,34
Flash,7+,7+,15,2,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Ziegenfelder Wände,Very Good,9,10,2020,34
Flash,7,7,15,2,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Ziegenfelder Wände,Very Good,9,10,2020,32
Red point,6c,6c,22,2,Luxembourg,Berdorf,Berdorf - Tempête,Good,30,8,2020,36
Red point,7a+,7a+,19,3,Luxembourg,Berdorf,Berdorf - Nikita,Classic,30,8,2020,42
Red point,6b+,7a,12,2,Luxembourg,Berdorf,Berdorf - Infernale,Very Good,30,8,2020,34
Flash,6b,6b,27,3,Luxembourg,Berdorf,Berdorf - Was Not Was,Mega Classic,29,8,2020,32
Red point,6b,6b,14,3,Luxembourg,Berdorf,Berdorf - Infernale,Very Good,29,8,2020,32
Flash,6a+,6a+,22,1,Luxembourg,Berdorf,Berdorf - Infernale,Very Good,28,8,2020,30
Red point,8-,8-,12,2,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Aquarium,Very Good,8,9,2020,38
Red point,7+,7+,12,2,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Aquarium,Very Good,8,9,2020,34
Flash,6,6,12,1,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Aquarium,Good,8,9,2020,24
Flash,6+,6+,12,1,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Oberes Wiesenttal - Neidensteiner Wand,Good,8,8,2020,28
Flash,7+,8-,12,2,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Oberes Wiesenttal - Neidensteiner Wand,Very Good,8,8,2020,34
Red point,7+,7+,12,2,Germany,Frankenjura Nord,Frankenjura Nord - Fränkische Schweiz - Oberes Wiesenttal - Neidensteiner Wand,Classic,8,8,2020,34
Flash,7,7,14,2,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Diebesloch,Very Good,8,7,2020,32
Flash,8,8,15,2,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Diebesloch,Very Good,8,7,2020,40
Flash,7+,7+,17,2,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Diebesloch,Very Good,8,7,2020,34
Flash,8-,8-,13,2,Germany,Frankenjura Nord,Frankenjura Nord - Weißmain-Alb - Kleinziegenfeld - Diebesloch,Very Good,8,7,2020,38
Flash,6+/7-,6+,25,3,Germany,Reinhäuser Wald,Reinhäuser Wald - Reinhausen - Hauwand,Mega Classic,8,1,2020,29
Flash,6,6,25,3,Germany,Reinhäuser Wald,Reinhäuser Wald - Reinhausen - Rote Wand,Classic,31,7,2020,24
Red point,8-,8-,25,2,Germany,Hainstadt,Hainstadt,Classic,19,7,2020,38
Flash,6+,6+,25,2,Germany,Donautal,Donautal - Hausener Felsen - Fuchsfels - Metaxa,Mega Classic,7,12,2020,28
Flash,6+,6+,15,2,Germany,Donautal,Donautal - Hausener Felsen - Dritte Zinne,Classic,7,12,2020,28
Flash,6+,6-,35,3,Germany,Donautal,Donautal - Hausener Felsen - Dritte Zinne,Mega Classic,7,12,2020,28
Red point,6b+,6b+,15,2,France,Vosges du Nord,Vosges du Nord - Windstein - Cryptospit,Very Good,7,7,2020,34
Red point,6a,6a,20,2,France,Vosges du Nord,Vosges du Nord - Windstein - La bauge,Classic,7,7,2020,28
Flash,6a,6a,8,2,France,Vosges du Nord,Vosges du Nord - Langenfels - Nobody is perfect,Very Good,7,4,2020,28
Flash,6c+,6c+,30,2,France,Vosges du Nord,Vosges du Nord - Langenfels - La grande Tour,Classic,7,4,2020,38
Flash,7-,7-,13,1,Germany,Taunus,Taunus - Burg Hohlenfels - Burgwand,Very Good,26,6,2020,30
Red point,7-,7-,22,2,Germany,Taunus,Taunus - Burg Hohlenfels - Burgwand,Mega Classic,26,6,2020,30
Red point,8-,8-,12,2,Germany,Taunus,Taunus - Burg Hohlenfels - Burgwand,Classic,26,6,2020,38
Red point,6+,6+,14,2,Germany,Hainstadt,Hainstadt,Classic,25,6,2020,28
Red point,7+,7+,13,1,Germany,Hainstadt,Hainstadt,Good,13,6,2020,34
Red point,6+,6+,15,2,Germany,Hainstadt,Hainstadt,Very Good,6,7,2020,28
Red point,7,7,20,2,Germany,Hainstadt,Hainstadt,Very Good,6,7,2020,32
Flash,6-,6-,10,2,Germany,Reinhäuser Wald,Reinhäuser Wald - Reinhausen - Koloss,Very Good,19,5,2020,22
Flash,7-,7-,13,2,Germany,Taunus,Taunus - Burg Hohlenfels - Burgwand,Very Good,19,4,2020,30
Red point,8-,8-,12,2,Germany,Taunus,Taunus - Burg Hohlenfels - Burgwand,Classic,19,4,2020,38
Flash,6/6+,6,14,1,Germany,Taunus,Taunus - Burg Hohlenfels - Burgwand,Very Good,19,4,2020,26
Red point,8-/8,8-,13,2,Germany,Taunus,Taunus - Burg Hohlenfels - Burgwand,Very Good,18,4,2020,39
Flash,6-,6-,13,2,Germany,Taunus,Taunus - Burg Hohlenfels - Burgwand,Very Good,18,4,2020,22
Red point,7,7,10,2,Germany,Taunus,Taunus - Burg Hohlenfels - Burgwand,Classic,18,4,2020,32
