Ascent Type,Route Grade,Ascent Grade,Route Height,Route Stars,Country,Crag Name,Crag Path,Quality,Ascent_day,Ascent_month,Ascent_year,cons_grade
Flash,7a,7a,25,3,France,Céüse,Céüse - Demi Lune,Very Good,8,5,2022,40
Red point,7c+,7c+,20,3,France,Céüse,Céüse - Demi Lune,Very Good,8,5,2022,50
Flash,7c,7c,30,3,France,Céüse,Céüse - La Cascade,Very Good,8,5,2022,48
Flash,7c,7c,30,3,France,Céüse,Céüse - La Cascade,Classic,8,5,2022,48
Flash,6c,6c,23,2,France,Rue des Masques,Rue des Masques - Canyon,Very Good,8,3,2022,36
Flash,7a+,7a+,30,2,France,Rue des Masques,Rue des Masques - Canyon,Very Good,8,3,2022,42
Red point,7c+,7c+,30,3,France,Ailefroide,Ailefroide - Contreforts du Pelvoux - Face bouc,Classic,8,2,2022,50
Flash,7c,7c,25,3,France,Ailefroide,Ailefroide - Contreforts du Pelvoux - Face bouc,Classic,8,2,2022,48
Flash,7a,7a,31,2,France,Ailefroide,Ailefroide - La gorge,Average,8,1,2022,40
Flash,6c,6c,25,2,France,Ailefroide,Ailefroide - La gorge,Average,8,1,2022,36
Flash,7a,7a,20,3,France,Clapeyto,Clapeyto - Le monstre,Classic,31,7,2022,40
Red point,7c+,7c+,20,3,France,Clapeyto,Clapeyto - Le monstre,Classic,31,7,2022,50
Red point,8a,8a,20,2,France,Clapeyto,Clapeyto - Le monstre,Very Good,31,7,2022,52
Flash,6c+,6c+,20,1,France,Clapeyto,Clapeyto - Le monstre,Good,31,7,2022,38
Flash,6c+,6c+,35,2,France,Tournoux,Tournoux - La ruee vers l'or,Average,24,7,2022,38
Flash,7c,7c,30,2,France,Tournoux,Tournoux - La ruee vers l'or,Good,24,7,2022,48
Flash,6b+,7a,35,3,France,Panacelle,Panacelle - Le Vampire,Classic,23,7,2022,34
Flash,7b+,7b+,45,2,France,Panacelle,Panacelle - Le Vampire,Very Good,23,7,2022,46
Flash,7a+,7a+,45,2,France,Panacelle,Panacelle - Le Vampire,Very Good,23,7,2022,42
Flash,8a+,7b+,65,3,France,La Saume,La Saume - Secteur 2 - Main Cliff,Classic,21,7,2022,54
Flash,6c+,6c+,30,3,France,La Saume,La Saume - Secteur 2 - Main Cliff,Mega Classic,21,7,2022,38
Flash,5c+,5c+,12,1,France,Alliat,Alliat - La Loubetière,Good,26,6,2022,26
Flash,6a,6a,12,1,France,Alliat,Alliat - La Loubetière,Average,26,6,2022,28
Flash,18,18,12,1,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - Duck Wall,Very Good,14,5,2022,28
Flash,27,27,16,2,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - Departures (Upper),Very Good,14,5,2022,46
Flash,20,20,17,2,Australia,Pohlner Track & Smith's Rd Area,Pohlner Track & Smith's Rd Area - The Ravine,Very Good,24,4,2022,32
Flash,24,24,19,1,Australia,Pohlner Track & Smith's Rd Area,Pohlner Track & Smith's Rd Area - The Ravine,Very Good,24,4,2022,40
Flash,26,26,15,2,Australia,Pohlner Track & Smith's Rd Area,Pohlner Track & Smith's Rd Area - The Ravine,Classic,24,4,2022,44
Flash,19,19,18,2,Australia,Pohlner Track & Smith's Rd Area,Pohlner Track & Smith's Rd Area - The Ravine,Mega Classic,24,4,2022,30
Flash,19,19,18,1,Australia,Pohlner Track & Smith's Rd Area,Pohlner Track & Smith's Rd Area - The Ravine,Very Good,24,4,2022,30
Red point,30,30,25,3,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - Sunnyside,Classic,4,10,2022,54
Red point,28,28,33,2,Australia,Blue Mountains,Blue Mountains - Katoomba Area - Narrow Neck - Farside - Outskirts,Very Good,29,1,2022,48
Flash,26,26,18,3,Australia,Blue Mountains,Blue Mountains - Katoomba Area - Narrow Neck - Farside - Outskirts,Classic,29,1,2022,44
Red point,27,27,22,2,Australia,Blue Mountains,Blue Mountains - Katoomba Area - Narrow Neck - Farside - Main Wall,Good,22,1,2022,46
Red point,28,28,25,2,Australia,Blue Mountains,Blue Mountains - Katoomba Area - Narrow Neck - Farside - Main Wall,Very Good,22,1,2022,48
Red point,27,27,28,2,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Cosmic County Area - The Freezer,Very Good,16,1,2022,46
Flash,24,24,12,1,Australia,Blue Mountains,"Blue Mountains - Blackheath Area - Gateway, Doomsday & Fort Rock - Gateway",Very Good,14,1,2022,40
Red point,28,28,10,2,Australia,Blue Mountains,"Blue Mountains - Blackheath Area - Gateway, Doomsday & Fort Rock - Gateway",Very Good,14,1,2022,48
Flash,24,24,22,2,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Cosmic County Area - The Freezer,Very Good,1,3,2022,40
Flash,19,19,23,1,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Cosmic County Area - The Freezer,Good,1,3,2022,30
Red point,29,29,15,3,Australia,Nowra,Nowra - Bomaderry Creek - South Central,Very Good,12,4,2021,51
Flash,22,22,15,1,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Celebrity Crags - Jimmy Cliff,Average,31,10,2021,36
Flash,17,17,15,1,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - Duck Wall,Very Good,30,10,2021,24
Flash,24,24,12,2,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - The Blowhole,Good,17,10,2021,40
Red point,27,27,10,2,Australia,Nowra,Nowra - Thompson's Point - The Grease Cave,Very Good,28,7,2021,46
Red point,28,28,7,2,Australia,Nowra,Nowra - Bomaderry Creek - Cheesedale - Leftside,Good,27,7,2021,48
Red point,30,30,25,3,Australia,Nowra,Nowra - Bomaderry Creek - Cheesedale - Cheesemonster Wall,Classic,20,7,2021,54
Red point,29,29,20,2,Australia,Nowra,Nowra - Bomaderry Creek - Cheesedale - Leftside,Very Good,16,7,2021,51
Flash,26,26,25,3,Australia,Nowra,Nowra - Bomaderry Creek - Cheesedale - Leftside,Classic,16,7,2021,44
Red point,28,28,15,3,Australia,Nowra,Nowra - Thompson's Point - Butterfly Wall,Classic,15,7,2021,48
Red point,28,28,15,2,Australia,Mt Coolum,Mt Coolum,Very Good,7,8,2021,48
Flash,26,26,10,2,Australia,Mt Coolum,Mt Coolum,Very Good,7,8,2021,44
Flash,25,25,8,2,Australia,Mt Coolum,Mt Coolum,Good,7,8,2021,42
Red point,29,29,25,2,Australia,Mt Coolum,Mt Coolum,Classic,7,8,2021,51
Red point,28,29,20,2,Australia,Mt Coolum,Mt Coolum,Very Good,7,7,2021,48
Red point,29,29,15,3,Australia,Mt Coolum,Mt Coolum,Classic,7,7,2021,51
Flash,28,28,14,2,Australia,Mt Ninderry,Mt Ninderry - Caves Area,Very Good,7,5,2021,48
Flash,25,24,15,3,Australia,Mt Ninderry,Mt Ninderry - Caves Area,Classic,7,5,2021,42
Red point,29,29,20,3,Australia,Mt Ninderry,Mt Ninderry - Caves Area,Classic,7,5,2021,51
Flash,22,22,18,2,Australia,Mt Ninderry,Mt Ninderry - Ocean Vista Area,Classic,7,5,2021,36
Flash,22,22,20,1,Australia,Mt Ninderry,Mt Ninderry - Ocean Vista Area,Good,7,5,2021,36
Flash,26,26,22,2,Australia,Mt Ninderry,Mt Ninderry - Ocean Vista Area,Very Good,7,5,2021,44
Red point,28,29,20,3,Australia,Mt Coolum,Mt Coolum,Very Good,7,1,2021,48
Flash,27,27,8,2,Australia,Mt Coolum,Mt Coolum,Very Good,7,1,2021,46
Flash,28,27,20,3,Australia,Mt Coolum,Mt Coolum,Very Good,28,6,2021,48
Flash,29,29,12,3,Australia,Mt Coolum,Mt Coolum,Classic,28,6,2021,51
Red point,30,30,17,3,Australia,Mt Coolum,Mt Coolum,Classic,28,6,2021,54
Flash,20,20,12,1,Australia,Mt Coolum,Mt Coolum,Good,28,6,2021,32
Flash,23,23,18,1,Australia,Mt Coolum,Mt Coolum,Very Good,27,6,2021,38
Flash,26,26,20,3,Australia,Mt Coolum,Mt Coolum,Very Good,27,6,2021,44
Red point,31,31,19,3,Australia,Mt Coolum,Mt Coolum,Mega Classic,27,6,2021,56
Flash,25,25,20,2,Australia,Mt Coolum,Mt Coolum,Very Good,24,6,2021,42
Flash,27,27,15,3,Australia,Mt Coolum,Mt Coolum,Very Good,24,6,2021,46
Flash,26,26,25,2,Australia,Mt Coolum,Mt Coolum,Good,23,6,2021,44
Red point,29,29,25,2,Australia,Mt Coolum,Mt Coolum,Classic,21,6,2021,51
Red point,30,30,20,3,Australia,Mt Coolum,Mt Coolum,Classic,21,6,2021,54
Flash,24,25,10,1,Australia,Mt Coolum,Mt Coolum,Very Good,20,6,2021,40
Flash,26,26,20,3,Australia,Mt Coolum,Mt Coolum,Very Good,20,6,2021,44
Flash,26,26,15,3,Australia,Mt Coolum,Mt Coolum,Very Good,20,6,2021,44
Red point,27,28,20,3,Australia,Mt Coolum,Mt Coolum,Very Good,20,6,2021,46
Flash,25,24,16,3,Australia,New Nowra - Braidwood Road,New Nowra - Braidwood Road - Tianjara Falls - Indian Head (north) - Tonage Zone Sector,Classic,13,6,2021,42
Flash,18,18,28,2,Australia,New Nowra - Braidwood Road,New Nowra - Braidwood Road - Tianjara Falls - Indian Head (north) - Impressionist Wall,Good,13,6,2021,28
Flash,18,18,30,2,Australia,New Nowra - Braidwood Road,New Nowra - Braidwood Road - Tianjara Falls - Indian Head (north) - Impressionist Wall,Good,13,6,2021,28
Flash,21,21,30,3,Australia,New Nowra - Braidwood Road,New Nowra - Braidwood Road - Tianjara Falls - Drop bear wall,Classic,13,6,2021,34
Flash,21,21,20,2,Australia,New Nowra - Braidwood Road,New Nowra - Braidwood Road - Tianjara Falls - Drop bear wall,Good,13,6,2021,34
Red point,28,27,28,2,Australia,New Nowra - Braidwood Road,New Nowra - Braidwood Road - Tianjara Falls - Drop bear wall,Very Good,13,6,2021,48
Red point,30,30,15,2,Australia,Nowra,Nowra - Bomaderry Creek - Rosies,Very Good,6,12,2021,54
Red point,32,32,30,3,Australia,Blue Mountains,Blue Mountains - Katoomba Area - Ngula Bulgarabang/ Radiata Plateau - Elphinstone - Main Wall,Mega Classic,29,4,2021,58
Red point,29,29,20,3,Australia,Blue Mountains,Blue Mountains - Katoomba Area - Narrow Neck - Diamond Falls - Mr Wall,Classic,23,4,2021,51
Flash,25,25,15,1,Australia,Blue Mountains,Blue Mountains - Mount Victoria Area - Boronia Point - Ancient Mariner Buttress,Very Good,28,2,2021,42
Red point,28,28,25,3,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Porters Pass - Sail Away Wall,Classic,17,1,2021,48
Red point,27,27,20,3,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - Arrivals (Lower),Very Good,16,1,2021,46
Flash,18,18,270,3,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Pierces Pass - Bunny Bucket Buttress and Hotel California Area,Very Good,1,10,2021,28
Flash,21,21,20,2,Australia,Point Perpendicular,Point Perpendicular - Seaside - Windjammer Wall,Good,30,12,2020,34
Flash,22,22,23,2,Australia,Point Perpendicular,Point Perpendicular - Seaside - Windjammer Wall,Very Good,23,12,2020,36
Flash,26,25,25,2,Australia,Point Perpendicular,Point Perpendicular - Seaside - Windjammer Wall,Very Good,23,12,2020,44
Flash,25,25,20,2,Australia,Blue Mountains,Blue Mountains - Leura - Sublime Point - West Face (Main Area) - Middle Cliffs - Binary Cave,Good,13,12,2020,42
Flash,24,24,38,2,Australia,Blue Mountains,Blue Mountains - Leura - Sublime Point - West Face (Main Area) - Middle Cliffs - Ben Trovato Wall,Very Good,13,12,2020,40
Flash,28,23,62,3,Australia,Blue Mountains,Blue Mountains - Leura - Sublime Point - West Face (Main Area) - Middle Cliffs - Ben Trovato Wall,Very Good,13,12,2020,48
Flash,25,23,85,3,Australia,Blue Mountains,Blue Mountains - Leura - Sublime Point - West Face (Main Area) - Middle Cliffs - Ben Trovato Wall,Very Good,13,12,2020,42
Flash,25,25,50,3,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Pierces Pass - Walls Lookdown,Mega Classic,12,2,2020,42
Red point,28,28,30,2,Australia,Blue Mountains,Blue Mountains - Katoomba Area - Ngula Bulgarabang/ Radiata Plateau - The Pit - Sector 'Pit Fighter',Classic,18,11,2020,48
Flash,17,17,25,2,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Pierces Pass - Lunch Ledge,Very Good,14,11,2020,24
Flash,19,19,120,2,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Pierces Pass - Lunch Ledge,Classic,14,11,2020,30
Red point,28,28,18,2,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - Departures (Upper),Very Good,11,1,2020,48
Flash,24,24,14,1,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - Departures (Upper),Very Good,11,1,2020,40
Flash,23,23,23,2,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Oronga Crags - Banksy Wall,Very Good,10,11,2020,38
Flash,25,25,35,2,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Oronga Crags - Banksy Wall,Classic,10,11,2020,42
Flash,22,22,22,2,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Oronga Crags - Banksy Wall,Classic,10,11,2020,36
Flash,24,24,35,3,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Oronga Crags - Banksy Wall,Classic,10,11,2020,40
Flash,18,18,20,1,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Oronga Crags - Banksy Wall,Very Good,10,11,2020,28
Flash,23,23,22,2,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Oronga Crags - Banksy Wall,Very Good,10,11,2020,38
Flash,26,26,35,2,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Oronga Crags - Banksy Wall,Classic,10,11,2020,44
Red point,30,30,18,3,Australia,Blue Mountains,Blue Mountains - Katoomba Area - Narrow Neck - Diamond Falls - Mr Wall,Classic,10,10,2020,54
Flash,24,24,14,2,Australia,Blue Mountains,Blue Mountains - Katoomba Area - Ngula Bulgarabang/ Radiata Plateau - The Egg,Classic,10,4,2020,40
Red point,28,28,20,2,Australia,Blue Mountains,Blue Mountains - Katoomba Area - Ngula Bulgarabang/ Radiata Plateau - The Egg,Classic,10,4,2020,48
Flash,24,24,15,2,Australia,Blue Mountains,Blue Mountains - Katoomba Area - Ngula Bulgarabang/ Radiata Plateau - The Egg,Good,10,4,2020,40
Flash,24,24,14,2,Australia,Blue Mountains,Blue Mountains - Katoomba Area - Ngula Bulgarabang/ Radiata Plateau - The Egg,Very Good,10,4,2020,40
Red point,32,32,15,2,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Centennial Glen - Junket Pumper Area,Classic,27,9,2020,58
Red point,25,25,20,2,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Celebrity Crags - Sharon Stone,Very Good,19,9,2020,42
Red point,28,28,40,3,Australia,Blue Mountains,Blue Mountains - Katoomba Area - Narrow Neck - Diamond Falls - Mr Wall,Very Good,16,9,2020,48
Red point,32,32,18,3,Australia,Blue Mountains,Blue Mountains - Katoomba Area - Narrow Neck - Diamond Falls - Mr Wall,Mega Classic,16,9,2020,58
Flash,23,23,12,1,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Centennial Glen - White Linen Wall,Average,30,8,2020,38
Flash,23,23,14,1,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Centennial Glen - Main Wall,Very Good,30,8,2020,38
Red point,29,29,20,2,Australia,Nowra,Nowra - The Grotto Cliffline - The Hood Area,Very Good,25,7,2020,51
Flash,24,24,15,1,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - Sunnyside,Very Good,24,7,2020,40
Flash,22,21,15,2,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - Treble Clef,Good,24,7,2020,36
Flash,24,24,10,1,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - The Devils Circus,Good,24,7,2020,40
Red point,27,27,15,2,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - The Devils Circus,Very Good,24,7,2020,46
Red point,30,30,16,2,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - The Devils Circus,Very Good,24,7,2020,54
Red point,31,31,15,3,Australia,Nowra,Nowra - Bomaderry Creek - South Central,Classic,27,6,2020,56
Flash,18,18,23,2,Australia,Nowra,Nowra - Thompson's Point - Thompson's Sunrise - Isengard Buttress,Classic,13,6,2020,28
Flash,24,24,24,1,Australia,Nowra,Nowra - Thompson's Point - Thompson's Sunrise - Isengard Buttress,Very Good,13,6,2020,40
Flash,17,17,24,2,Australia,Nowra,Nowra - Thompson's Point - Thompson's Sunrise - Isengard Buttress,Very Good,13,6,2020,24
Red point,31,31,25,2,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - Departures (Upper),Classic,15,5,2020,56
Flash,23,23,14,2,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - Departures (Upper),Very Good,5,6,2020,38
Flash,24,24,18,2,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - Departures (Upper),Very Good,5,6,2020,40
Red point,30,30,27,3,Australia,Blue Mountains,Blue Mountains - Mount Victoria Area - Boronia Point - Main Wall (Ferris Cave),Very Good,3,1,2020,54
Flash,23,23,19,2,Australia,Stanwell Tops,Stanwell Tops - Stonehaven,Good,1,5,2020,38
Flash,22,22,15,2,Australia,Stanwell Tops,Stanwell Tops - Stonehaven,Good,1,5,2020,36
Flash,19,19,18,1,Australia,Stanwell Tops,Stanwell Tops - Stonehaven,Good,1,5,2020,30
Flash,20,20,13,1,Australia,Stanwell Tops,Stanwell Tops - Stonehaven,Very Good,29,12,2019,32
Flash,23,23,18,2,Australia,Stanwell Tops,Stanwell Tops - Stonehaven,Very Good,29,12,2019,38
Flash,20,21,20,2,Australia,Stanwell Tops,Stanwell Tops - Stonehaven,Classic,29,12,2019,32
Flash,21,21,18,2,Australia,Stanwell Tops,Stanwell Tops - Stonehaven,Very Good,29,12,2019,34
Flash,18,18,18,2,Australia,Stanwell Tops,Stanwell Tops - Stonehaven,Very Good,29,12,2019,28
Flash,27,27,20,3,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Celebrity Crags - Sharon Stone,Classic,11,10,2019,46
Flash,25,25,20,2,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Celebrity Crags - Sharon Stone,Classic,11,10,2019,42
Flash,23,23,20,3,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Celebrity Crags - Sharon Stone,Classic,11,10,2019,38
Flash,24,24,18,2,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - The Blowhole,Good,11,2,2019,40
Flash,22,22,20,1,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - The Blowhole,Very Good,11,2,2019,36
Flash,25,25,20,3,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - Arrivals (Lower),Very Good,11,2,2019,42
Red point,27,27,25,3,Australia,Blue Mountains,Blue Mountains - Katoomba Area - Ngula Bulgarabang/ Radiata Plateau - The Pit - Sector 'Pit Fighter',Classic,26,10,2019,46
Red point,28,28,25,3,Australia,Blue Mountains,Blue Mountains - Katoomba Area - Ngula Bulgarabang/ Radiata Plateau - The Pit - Sector 'Pit Fighter',Classic,26,10,2019,48
Red point,30,29,23,2,Australia,Blue Mountains,Blue Mountains - Katoomba Area - Narrow Neck - Farside - Main Wall,Very Good,20,10,2019,54
Red point,26,26,18,3,Australia,Elanora Heights,Elanora Heights - Main Wall,Classic,13,10,2019,44
Flash,24,24,15,2,Australia,Elanora Heights,Elanora Heights - Main Wall,Very Good,13,10,2019,40
Flash,7a+,7a+,27,2,France,Saint-Léger du Ventoux,Saint-Léger du Ventoux - Nord,Good,10,5,2019,42
Flash,7b+,7a,29,3,France,Saint-Léger du Ventoux,Saint-Léger du Ventoux - Nord,Very Good,10,5,2019,46
Flash,7a+,7a+,29,3,France,Saint-Léger du Ventoux,Saint-Léger du Ventoux - Nord,Very Good,10,5,2019,42
Flash,7a,7a,25,2,France,Gorges du Tarn,Gorges du Tarn - Baumes hautes - Moulin A Huile,Very Good,18,9,2019,40
Flash,6c,6c,25,1,France,Gorges du Tarn,Gorges du Tarn - Baumes hautes - Moulin A Huile,Good,18,9,2019,36
Flash,7a+,7a+,25,2,France,Gorges du Tarn,Gorges du Tarn - Cirque des baumes - Le Navire,Classic,18,9,2019,42
Flash,7b+,7b+,30,3,France,Gorges du Tarn,Gorges du Tarn - Cirque des baumes - Tennessee,Classic,18,9,2019,46
Flash,7a+,7a+,30,3,France,Gorges du Tarn,Gorges du Tarn - Pas de Soucy - Noir désir,Mega Classic,17,9,2019,42
Flash,7a,7a,30,2,France,Gorges du Tarn,Gorges du Tarn - Pas de Soucy - Noir désir,Classic,17,9,2019,40
Flash,6a+,6a+,20,2,France,Gorges du Tarn,Gorges du Tarn - Pas de Soucy - Noir désir,Very Good,17,9,2019,30
Flash,6b+,6b+,25,2,France,Gorges du Tarn,Gorges du Tarn - Pas de Soucy - Noir désir,Very Good,17,9,2019,34
Flash,7a,7a,30,3,France,Gorges du Tarn,Gorges du Tarn - Pas de Soucy - Noir désir,Classic,17,9,2019,40
Flash,7b,7b,30,3,France,Gorges du Tarn,Gorges du Tarn - Pas de Soucy - Noir désir,Very Good,17,9,2019,44
Flash,7b,7b,30,2,France,Gorges du Tarn,Gorges du Tarn - Pas de Soucy - Noir désir,Classic,17,9,2019,44
Flash,7b,7b,35,3,France,Gorges du Tarn,Gorges du Tarn - L'entre deux - Trésor du zèbre,Classic,15,9,2019,44
Flash,7a+,7a+,35,3,France,Gorges du Tarn,Gorges du Tarn - L'entre deux - Trésor du zèbre,Classic,15,9,2019,42
Flash,6c,6c,35,2,France,Gorges du Tarn,Gorges du Tarn - L'entre deux - Trésor du zèbre,Very Good,15,9,2019,36
Flash,6a,6a,35,2,France,Gorges du Tarn,Gorges du Tarn - L'entre deux - Trésor du zèbre,Classic,15,9,2019,28
Flash,6b,6b,17,2,France,Gorges du Tarn,Gorges du Tarn - L'entre deux - Trésor du zèbre,Very Good,15,9,2019,32
Flash,7a,7a+,20,2,France,Gorges du Tarn,Gorges du Tarn - L'entre deux - Trésor du zèbre,Average,15,9,2019,40
Flash,7a,7a,25,3,France,Gorges du Tarn,Gorges du Tarn - L'entre deux - Trésor du zèbre,Classic,15,9,2019,40
Red point,7c,7c,25,3,France,Gorges du Tarn,Gorges du Tarn - L'entre deux - Trésor du zèbre,Classic,15,9,2019,48
Flash,7a+,7a+,18,2,France,Gorges du Tarn,Gorges du Tarn - Vallée du Tarn - La Muse,Very Good,15,9,2019,42
Flash,6b+,6b+,20,3,France,Gorges du Tarn,Gorges du Tarn - Vallée du Tarn - La Muse,Very Good,15,9,2019,34
Flash,6a+,6a+,23,2,France,Gorges du Tarn,Gorges du Tarn - Vallée du Tarn - La Muse,Very Good,15,9,2019,30
Flash,7a,7a+,54,3,France,Gorges du Tarn,Gorges du Tarn - Baumes basses - Figues au cul,Very Good,14,9,2019,40
Flash,7a,7a,35,3,France,Gorges du Tarn,Gorges du Tarn - Baumes basses - Figues au cul,Classic,14,9,2019,40
Flash,7b,7b,35,3,France,Gorges du Tarn,Gorges du Tarn - Baumes basses - Figues au cul,Classic,14,9,2019,44
Flash,6a+,6a+,20,2,France,Gorges du Tarn,Gorges du Tarn - Baumes basses - Figues au cul,Very Good,14,9,2019,30
Flash,6a,6a,20,2,France,Gorges du Tarn,Gorges du Tarn - Baumes basses - Figues au cul,Very Good,14,9,2019,28
Flash,5c,5c,18,2,France,Gorges du Tarn,Gorges du Tarn - Cirque des baumes - arc en ciel,Very Good,13,9,2019,24
Flash,6c+,6c+,20,2,France,Gorges du Tarn,Gorges du Tarn - Cirque des baumes - arc en ciel,Very Good,13,9,2019,38
Flash,6a,6a,22,1,France,Gorges du Tarn,Gorges du Tarn - Baumes chaudes - Foetus,Very Good,13,9,2019,28
Flash,6c,6c,20,2,France,Gorges du Tarn,Gorges du Tarn - Baumes chaudes - Foetus,Good,13,9,2019,36
Flash,7a,7a,20,3,France,Gorges du Tarn,Gorges du Tarn - Baumes chaudes - Foetus,Very Good,13,9,2019,40
Flash,24,24,22,2,Australia,Nowra,Nowra - The Grotto Cliffline - The Grotto Proper,Very Good,26,8,2019,40
Flash,19,19,12,2,Australia,Berowra,Berowra - Ladder of Gloom Area,Classic,18,8,2019,30
