Ascent Type,Route Grade,Ascent Grade,Route Height,Route Stars,Country,Crag Name,Crag Path,Quality,Ascent_day,Ascent_month,Ascent_year,cons_grade
Flash,15,15,20,1,Australia,Blue Mountains,Blue Mountains - Mount Victoria Area - Mount York - Mezzaluna Area,Good,22,8,2021,20
Flash,22,22,24,2,Australia,Blue Mountains,Blue Mountains - Mount Victoria Area - Mount Piddington - Janicepts Area,Very Good,15,8,2021,36
Red point,26,26,30,2,Australia,Blue Mountains,Blue Mountains - Mount Victoria Area - Mount Piddington - Janicepts Area,Very Good,15,8,2021,44
Flash,21,22,23,1,Australia,Blue Mountains,Blue Mountains - Mount Victoria Area - Mount Piddington - Slape Area,Good,31,7,2021,34
Flash,19,19,30,1,Australia,Blue Mountains,Blue Mountains - Mount Victoria Area - Mount Piddington - Slape Area,Very Good,31,7,2021,30
Flash,22,22,27,2,Australia,Blue Mountains,Blue Mountains - Mount Victoria Area - Zig Zag - Cheap Dive Wall and Beyond,Classic,7,11,2021,36
Flash,21,21,35,2,Australia,Blue Mountains,Blue Mountains - Mount Victoria Area - Zig Zag - Dress Rehearsal Rag Wall,Very Good,7,4,2021,34
Red point,23,23,15,1,Australia,Blue Mountains,Blue Mountains - Mount Victoria Area - Zig Zag - Dress Rehearsal Rag Wall,Good,7,4,2021,38
Red point,22,22,10,2,Australia,Nowra,Nowra - Thompson's Point - The Very Nice Wall,Good,14,6,2021,36
Red point,23,23,25,2,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Hat Hill Crag,Good,14,5,2021,38
Flash,22,22,18,2,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Hat Hill Crag,Classic,14,5,2021,36
Red point,26,26,17,2,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Celebrity Crags - Oliver Stone,Very Good,5,9,2021,44
Flash,27,27,16,2,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Celebrity Crags - Sharon Stone,Very Good,5,9,2021,46
Red point,27,27,20,3,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Celebrity Crags - Sharon Stone,Very Good,5,9,2021,46
Flash,23,23,25,2,Australia,Blue Mountains,"Blue Mountains - Blackheath Area - Gateway, Doomsday & Fort Rock - Doomsday Wall",Good,5,8,2021,38
Flash,24,24,25,2,Australia,Blue Mountains,"Blue Mountains - Blackheath Area - Gateway, Doomsday & Fort Rock - Doomsday Wall",Good,5,8,2021,40
Flash,24,24,37,2,Australia,Blue Mountains,"Blue Mountains - Blackheath Area - Gateway, Doomsday & Fort Rock - Doomsday Wall",Very Good,5,8,2021,40
Flash,25,25,36,3,Australia,Blue Mountains,"Blue Mountains - Blackheath Area - Gateway, Doomsday & Fort Rock - Doomsday Wall",Very Good,5,8,2021,42
Red point,22,22,20,2,Australia,Blue Mountains,"Blue Mountains - Blackheath Area - Porters Pass - Dogs, Cats & Apples Wall",Very Good,5,1,2021,36
Red point,25,25,20,2,Australia,Blue Mountains,"Blue Mountains - Blackheath Area - Porters Pass - Dogs, Cats & Apples Wall",Don't Bother,5,1,2021,42
Red point,25,25,30,3,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Porters Pass - Sail Away Wall,Classic,29,4,2021,42
Red point,28,29,45,3,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Porters Pass - Sail Away Wall,Classic,29,4,2021,48
Red point,29,29,30,3,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Porters Pass - Self Portrait Wall,Classic,15,4,2021,51
Flash,24,24,16,2,Australia,Blue Mountains,Blue Mountains - Mount Victoria Area - Mitchells Ridge - Grace Gully,Good,28,3,2021,40
Red point,26,26,16,3,Australia,Blue Mountains,Blue Mountains - Mount Victoria Area - Mitchells Ridge - Grace Gully,Very Good,28,3,2021,44
Flash,23,23,15,1,Australia,Blue Mountains,Blue Mountains - Mount Victoria Area - Mitchells Ridge - Grace Gully,Good,28,3,2021,38
Red point,25,25,18,3,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Logan Brae - Main Cliff,Classic,3,6,2021,42
Red point,25,25,18,3,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Logan Brae - Main Cliff,Classic,3,6,2021,42
Red point,22,22,15,2,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Logan Brae - Main Cliff,Very Good,3,6,2021,36
Red point,24,24,17,2,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Logan Brae - Main Cliff,Very Good,3,6,2021,40
Red point,24,24,17,2,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Logan Brae - Main Cliff,Very Good,3,6,2021,40
Red point,22,22,12,1,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - The Dam Cliffs - Steep Wall,Average,13,1,2021,36
Red point,16,16,12,2,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - The Dam Cliffs - Steep Wall,Classic,13,1,2021,22
Flash,23,23,18,0,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - The Dam Cliffs - Gulf War Wall,Average,13,1,2021,38
Flash,22,22,18,2,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - The Dam Cliffs - Gulf War Wall,Good,13,1,2021,36
Red point,23,23,15,1,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Porters Pass - Self Portrait Wall,Good,13,12,2020,38
Red point,23,23,25,3,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Porters Pass - La La Land Area,Classic,12,6,2020,38
Red point,19,19,15,1,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Celebrity Crags - Jimmy Cliff,Good,12,4,2020,30
Red point,22,22,15,1,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Celebrity Crags - Jimmy Cliff,Good,12,4,2020,36
Flash,22,20,25,2,Australia,Blue Mountains,Blue Mountains - Newnes Plateau - Gardens of Stone State Conservation Area - Bung Crag - The White Tower,Very Good,29,8,2020,36
Flash,24,24,18,1,Australia,Blue Mountains,Blue Mountains - Newnes Plateau - Gardens of Stone State Conservation Area - Bung Crag - The White Tower,Good,29,8,2020,40
Flash,21,21,22,1,Australia,Blue Mountains,Blue Mountains - Newnes Plateau - Gardens of Stone State Conservation Area - Bung Crag - The Red Wall,Good,29,8,2020,34
Red point,24,24,20,2,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Shipley Upper - War Babies Wall,Good,8,2,2020,40
Red point,26,26,20,2,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Shipley Upper - Equaliser Wall,Classic,8,2,2020,44
Red point,17,17,18,1,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Shipley Upper - Grey Slab,Good,24,7,2020,24
Red point,20,20,20,1,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Shipley Upper - War Babies Wall,Good,24,7,2020,32
Red point,21,21,15,1,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Shipley Upper - War Babies Wall,Very Good,24,7,2020,34
Red point,27,27,23,2,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Celebrity Crags - Sharon Stone,Very Good,19,6,2020,46
Red point,27,27,23,2,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Celebrity Crags - Sharon Stone,Very Good,19,6,2020,46
Red point,13,13,15,1,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Shipley Upper - Sandwiches Wall,Good,31,5,2020,16
Flash,22,22,10,2,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Shipley Upper - Sandwiches Wall,Good,31,5,2020,36
Flash,22,22,15,1,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Shipley Upper - Hot Flyer Wall,Good,31,5,2020,36
Red point,24,24,20,2,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Shipley Upper - War Babies Wall,Good,31,5,2020,40
Red point,24,24,20,2,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Shipley Upper - War Babies Wall,Good,31,5,2020,40
Flash,24,24,17,2,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Celebrity Crags - Oliver Stone,Classic,5,9,2020,40
Flash,17,17,16,1,Australia,Blue Mountains,Blue Mountains - Medlow Bath - The Sunbath,Good,3,1,2020,24
Flash,19,19,15,2,Australia,Blue Mountains,Blue Mountains - Medlow Bath - The Sunbath,Good,3,1,2020,30
Flash,21,21,15,2,Australia,Blue Mountains,Blue Mountains - Medlow Bath - The Sunbath,Good,3,1,2020,34
Red point,22,22,15,1,Australia,Blue Mountains,Blue Mountains - Medlow Bath - The Sunbath,Good,3,1,2020,36
Flash,18,18,18,2,Australia,Blue Mountains,Blue Mountains - Medlow Bath - The Sunbath,Classic,3,1,2020,28
Red point,25,24,15,1,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Celebrity Crags - Sharon Stone,Average,21,2,2020,42
Red point,25,25,20,2,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Celebrity Crags - Sharon Stone,Good,21,2,2020,42
Flash,7c,7c,35,3,Greece,Leonidio,Leonidio - Elona - Elona - Lower,Mega Classic,23,11,2019,48
Flash,7b,7b,25,3,Greece,Leonidio,Leonidio - Elona - Elona - Lower,Classic,23,11,2019,44
Red point,6c,6c,20,2,Greece,Leonidio,Leonidio - Kokkinovrachos - Mars - Main,Average,22,11,2019,36
Flash,6b+/c,6b+,18,3,Greece,Leonidio,Leonidio - Kokkinovrachos - Mars - Main,Very Good,22,11,2019,35
Flash,7a+,7a+,25,2,Greece,Leonidio,Leonidio - Elona - Elona - Main,Very Good,21,11,2019,42
Red point,7c+,7c+,30,3,Greece,Leonidio,Leonidio - Elona - Elona - Main,Classic,21,11,2019,50
Flash,6c+/7a,6c+,20,3,Greece,Leonidio,Leonidio - Lakkos - Sabaton - Olive Groove,Very Good,20,11,2019,39
Red point,7c,7c,40,2,Greece,Leonidio,Leonidio - Kokkinovrachos - Jupiter,Very Good,18,11,2019,48
Flash,6b+/c,6b+,25,2,Greece,Leonidio,Leonidio - Kokkinovrachos - Jupiter,Good,18,11,2019,35
Flash,6b,6b,15,2,Greece,Leonidio,Leonidio - Kokkinovrachos - Jupiter,Good,18,11,2019,32
Flash,6c+,7a,20,3,Greece,Leonidio,Leonidio - Kokkinovrachos - Jupiter,Classic,18,11,2019,38
Flash,6a+,6a+,18,2,Greece,Leonidio,Leonidio - Lakkos - Theos Cave,Very Good,17,11,2019,30
Flash,6c+,7a,20,3,Greece,Leonidio,Leonidio - Lakkos - Theos Cave,Classic,17,11,2019,38
Flash,6a+,6a+,15,1,Greece,Leonidio,Leonidio - Elona - Skiadiániko - Center,Good,15,11,2019,30
Flash,7b+,7b+,30,2,Greece,Leonidio,Leonidio - Elona - Skiadiániko - Center,Very Good,15,11,2019,46
Red point,7c,7c,38,2,Greece,Leonidio,Leonidio - Kokkinovrachos - Mars - Main,Very Good,14,11,2019,48
Red point,6b+/c,6c,20,2,Greece,Leonidio,Leonidio - Kokkinovrachos - Mars - Main,Very Good,14,11,2019,35
Flash,7a+,7a+,38,3,Greece,Leonidio,Leonidio - Kokkinovrachos - Mars - Main,Very Good,14,11,2019,42
Flash,6c+,6c+,25,3,Greece,Leonidio,Leonidio - Kokkinovrachos - Mars - Left,Classic,14,11,2019,38
Flash,7a+,7a+,15,1,Greece,Leonidio,Leonidio - Elona - Nifáda,Good,11,11,2019,42
Flash,6c+,6c+,15,2,Greece,Leonidio,Leonidio - Elona - Nifáda,Good,11,11,2019,38
Red point,7c,7c,30,2,Greece,Leonidio,Leonidio - Elona - Nifáda,Very Good,11,11,2019,48
Flash,7a,7a,18,2,Greece,Leonidio,Leonidio - Lakkos - Sabaton - Olive Groove,Good,11,10,2019,40
Flash,6c+,6c+,20,2,Greece,Leonidio,Leonidio - Lakkos - Sabaton - Olive Groove,Don't Bother,11,10,2019,38
Flash,6b,6b,20,2,Greece,Leonidio,Leonidio - Lakkos - Sabaton - Lower,Very Good,11,10,2019,32
Flash,6c,6c,15,1,Greece,Leonidio,Leonidio - Elona - Panórama,Average,11,8,2019,36
Flash,6c,6c,25,2,Greece,Leonidio,Leonidio - Kokkinovrachos - Jupiter,Very Good,11,7,2019,36
Flash,6c+,6c+,42,2,Greece,Leonidio,Leonidio - Kokkinovrachos - Jupiter,Good,11,7,2019,38
Flash,6b+/c,6c,30,2,Greece,Leonidio,Leonidio - Kokkinovrachos - Jupiter,Classic,11,7,2019,35
Flash,7a+,7a+,42,3,Greece,Leonidio,Leonidio - Kokkinovrachos - Jupiter,Mega Classic,11,7,2019,42
Flash,6c/c+,6c,25,1,Greece,Leonidio,Leonidio - Kokkinovrachos - Jupiter,Average,11,7,2019,37
Flash,27,27,20,3,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Celebrity Crags - Sharon Stone,Very Good,25,10,2019,46
Red point,25,25,12,1,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - Arrivals (Lower),Average,10,8,2019,42
Red point,27,27,14,1,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - The Blowhole,Good,10,7,2019,46
Red point,29,29,20,2,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Centennial Glen - Junket Pumper Area,Very Good,10,6,2019,51
Flash,26,26,22,2,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - Arrivals (Lower),Very Good,15,9,2019,44
Red point,29,29,12,1,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - The Blowhole,Good,15,9,2019,51
Red point,22,22,20,1,Australia,Blue Mountains,Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - The Blowhole,Good,15,9,2019,36
Flash,26,26,25,3,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Shipley Upper - Grand Junction Wall,Very Good,18,8,2019,44
Red point,24,24,20,2,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Shipley Upper - War Babies Wall,Good,18,8,2019,40
Red point,24,24,20,2,Australia,Blue Mountains,Blue Mountains - Blackheath Area - Shipley Upper - War Babies Wall,Good,18,8,2019,40
Flash,5.12c,5.12c,25,2,United States,Rifle Mountain Park,Rifle Mountain Park - Sapper Cave,Very Good,8,5,2019,46
Flash,5.11c,5.11c,12,2,United States,Rifle Mountain Park,Rifle Mountain Park - Skull Cave,Very Good,8,4,2019,39
Flash,5.10d,5.10d,12,2,United States,Rifle Mountain Park,Rifle Mountain Park - Canine Wall,Good,8,4,2019,34
Flash,5.11c,5.11c,40,2,United States,Rifle Mountain Park,Rifle Mountain Park - The Nappy Dugout,Classic,8,2,2019,39
Red point,5.11a,5.11a,30,2,United States,Rifle Mountain Park,Rifle Mountain Park - The Meat Wall,Very Good,31,7,2019,36
Flash,5.12b,5.12b,30,3,United States,Rifle Mountain Park,Rifle Mountain Park - The Meat Wall,Mega Classic,31,7,2019,44
Flash,5.10c,5.10c,24,1,United States,Rifle Mountain Park,Rifle Mountain Park - Kubrick's,Good,29,7,2019,32
Flash,5.11c,5.11c,18,0,United States,Rifle Mountain Park,Rifle Mountain Park - Kubrick's,Average,29,7,2019,39
Flash,5.12b,5.12b,45,2,United States,Rifle Mountain Park,Rifle Mountain Park - Kubrick's,Very Good,29,7,2019,44
Flash,5.11b,5.11b,11,1,United States,Rifle Mountain Park,Rifle Mountain Park - Sno-Cone Cave,Good,28,7,2019,38
Red point,5.10c,5.10c,24,0,United States,Rifle Mountain Park,Rifle Mountain Park - Sno-Cone Cave,Average,28,7,2019,32
Flash,5.11b,5.11b,20,2,United States,Rifle Mountain Park,Rifle Mountain Park - Funny Face,Very Good,25,7,2019,38
Flash,5.12a,5.12a,27,3,United States,Rifle Mountain Park,Rifle Mountain Park - Winchester Cave,Classic,25,7,2019,42
Flash,5.9,5.9,26,3,United States,Rifle Mountain Park,Rifle Mountain Park - Kubrick's,Classic,25,7,2019,24
Flash,5.10b,5.10b,18,2,United States,Rifle Mountain Park,Rifle Mountain Park - Kubrick's,Very Good,25,7,2019,30
Flash,5.10b,5.10b,25,1,United States,Rifle Mountain Park,Rifle Mountain Park - Kubrick's,Good,25,7,2019,30
Red point,27,27,15,3,Australia,Nowra,Nowra - Bomaderry Creek - South Central,Very Good,22,6,2019,46
Red point,19,19,9,2,Australia,Nowra,Nowra - Bomaderry Creek - South Central,Good,22,6,2019,30
Flash,19,19,8,1,Australia,Nowra,Nowra - Bomaderry Creek - South Central,Good,22,6,2019,30
