Route Name;Ascent Label;Ascent Type;Route Grade;Ascent Grade;Route Gear Style;Ascent Gear Style;Route Height;Ascent Height;# Ascents;Route Stars;Route ID;Route Link;Country;Country Link;Crag Name;Crag Link;Crag Path;Quality;Ascent Date;Log Date;Shot
Feeding the chucks;Feeding the chucks;Flash;6c+;6c+;Sportive;;30m;;1;**;248444055;http://www.thecrag.com/route/248444055;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Chastelfluh - Notre Dame;Very Good;21.06.2020 02:00;25.07.2021 17:38;
Cortege der Verlierer;Cortege der Verlierer;Flash;6c;6c;Sportive;;18m;;1;**;248433189;http://www.thecrag.com/route/248433189;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Chastelfluh - Arena;Very Good;21.06.2020 02:00;25.07.2021 17:37;
Heterofels;Heterofels;Flash;7a;6c+;Sportive;;25m;;1;**;248442492;http://www.thecrag.com/route/248442492;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Chastelfluh - Dildo;Very Good;21.06.2020 02:00;19.07.2021 18:38;
La Baie des Anges;La Baie des Anges;Flash;6c+;6c+;Sportive;;;;1;**;2289758121;http://www.thecrag.com/route/2289758121;France;http://www.thecrag.com/area/11747155;Baume les Dames;http://www.thecrag.com/area/1394723259;Baume les Dames - Quint - Vox Populi;Good;14.06.2020 02:00;28.07.2021 19:29;
Les Aventuriers de l'Inutile;Les Aventuriers de l'Inutile;Red point;6c+;6c+;Sportive;;;;1;**;2285926488;http://www.thecrag.com/route/2285926488;France;http://www.thecrag.com/area/11747155;Baume les Dames;http://www.thecrag.com/area/1394723259;Baume les Dames - Quint - Petit Verdon;Good;07.06.2020 02:00;28.07.2021 19:29;
Dièdre Claude;Dièdre Claude;Red point;6c;6c;Sportive;;;;1;*;2326761213;http://www.thecrag.com/route/2326761213;France;http://www.thecrag.com/area/11747155;Pont de Roide;http://www.thecrag.com/area/1408210269;Pont de Roide;Good;01.06.2020 02:00;31.07.2021 10:16;
Le faucon;Le faucon;Red point;6c+;6c+;Sportive;;;;1;*;2330060631;http://www.thecrag.com/route/2330060631;France;http://www.thecrag.com/area/11747155;Pont de Roide;http://www.thecrag.com/area/1408210269;Pont de Roide;Good;30.05.2020 02:00;31.07.2021 10:16;
Ange et démon;Ange et démon;Red point;6c+;6c+;Sportive;;;;2;**;2326796481;http://www.thecrag.com/route/2326796481;France;http://www.thecrag.com/area/11747155;Pont de Roide;http://www.thecrag.com/area/1408210269;Pont de Roide;Very Good;30.05.2020 02:00;31.07.2021 10:16;
Ange et démon;Ange et démon;Red point;6c+;6c+;Sportive;;;;2;**;2326796481;http://www.thecrag.com/route/2326796481;France;http://www.thecrag.com/area/11747155;Pont de Roide;http://www.thecrag.com/area/1408210269;Pont de Roide;Classic;30.05.2020 02:00;17.07.2021 18:03;
Métal fatigué;Métal fatigué;Red point;7a;7a;Sportive;;;;2;**;2326761585;http://www.thecrag.com/route/2326761585;France;http://www.thecrag.com/area/11747155;Pont de Roide;http://www.thecrag.com/area/1408210269;Pont de Roide;Very Good;24.05.2020 02:00;31.07.2021 10:16;
L'échelle de Jacob;L'échelle de Jacob;Red point;6b;6b;Sportive;;;;1;*;2330060538;http://www.thecrag.com/route/2330060538;France;http://www.thecrag.com/area/11747155;Pont de Roide;http://www.thecrag.com/area/1408210269;Pont de Roide;Good;24.05.2020 02:00;31.07.2021 10:16;
La sorcière du bois tordu;La sorcière du bois tordu;Flash;6a+;6a+;Sportive;;;;1;*;2330100903;http://www.thecrag.com/route/2330100903;France;http://www.thecrag.com/area/11747155;Pont de Roide;http://www.thecrag.com/area/1408210269;Pont de Roide;Good;24.05.2020 02:00;30.07.2021 10:00;
15ème round;15ème round;Onsight;6c;6c;Sportive;;;;1;;2330093247;http://www.thecrag.com/route/2330093247;France;http://www.thecrag.com/area/11747155;Pont de Roide;http://www.thecrag.com/area/1408210269;Pont de Roide;Average;17.05.2020 02:00;31.07.2021 10:13;
Coup de grace;Coup de grace;Flash;6c;6c;Sportive;;;;1;**;2330093529;http://www.thecrag.com/route/2330093529;France;http://www.thecrag.com/area/11747155;Pont de Roide;http://www.thecrag.com/area/1408210269;Pont de Roide;Very Good;16.05.2020 02:00;31.07.2021 10:16;
La grande ourse;La grande ourse;Onsight;6c+;6c+;Sportive;;;;1;**;2330093973;http://www.thecrag.com/route/2330093973;France;http://www.thecrag.com/area/11747155;Pont de Roide;http://www.thecrag.com/area/1408210269;Pont de Roide;Very Good;16.05.2020 02:00;31.07.2021 10:13;
Neve;Neve;Red point;6b+;6b+;Sportive;;15m;;1;**;1984316997;http://www.thecrag.com/route/1984316997;Italy;http://www.thecrag.com/area/11747371;Val Pennavaire;http://www.thecrag.com/area/448284480;Val Pennavaire - Falesia Rocca dell'Arma - Muri Rossi;Very Good;30.12.2019 01:00;31.07.2021 11:02;
Panoramica;Panoramica;Onsight;6b;6b;Sportive;;32m;;1;***;2881613712;http://www.thecrag.com/route/2881613712;Italy;http://www.thecrag.com/area/11747371;Rifugio Zoia;http://www.thecrag.com/area/96800508;Rifugio Zoia - Zoia Nuova Sud Ovest;Mega Classic;30.12.2019 01:00;31.07.2021 11:02;
La Danza Delle Libellule;La Dansa Delle Libellule;Flash;6a;6a;Sportive;;15m;;1;**;1984316175;http://www.thecrag.com/route/1984316175;Italy;http://www.thecrag.com/area/11747371;Val Pennavaire;http://www.thecrag.com/area/448284480;Val Pennavaire - Falesia Rocca dell'Arma - Muri Rossi;Very Good;30.12.2019 01:00;31.07.2021 10:31;
La Tiroide;Tiroide;Onsight;6a+;6a+;Sportive;;15m;;1;**;1984315842;http://www.thecrag.com/route/1984315842;Italy;http://www.thecrag.com/area/11747371;Val Pennavaire;http://www.thecrag.com/area/448284480;Val Pennavaire - Falesia Rocca dell'Arma - Muri Rossi;Very Good;30.12.2019 01:00;31.07.2021 10:31;
Panamericana;Panamericana;Onsight;6b+;6b+;Sportive;;17m;;1;***;3057106656;http://www.thecrag.com/route/3057106656;Italy;http://www.thecrag.com/area/11747371;Val Pennavaire;http://www.thecrag.com/area/448284480;Val Pennavaire - Belvedere dei Nonni;Mega Classic;29.12.2019 01:00;31.07.2021 10:29;
Route 66;Route 66;Red point;6c;6c;Sportive;;18m;;1;***;3057106047;http://www.thecrag.com/route/3057106047;Italy;http://www.thecrag.com/area/11747371;Val Pennavaire;http://www.thecrag.com/area/448284480;Val Pennavaire - Belvedere dei Nonni;Mega Classic;29.12.2019 01:00;31.07.2021 10:29;
Kuk;Kuk;Red point;7b;7b;Sportive;;12m;;1;*;3057105432;http://www.thecrag.com/route/3057105432;Italy;http://www.thecrag.com/area/11747371;Val Pennavaire;http://www.thecrag.com/area/448284480;Val Pennavaire - Belvedere dei Nonni;Good;29.12.2019 01:00;24.07.2021 17:47;
Albany;Albany;Red point;7a;7a;Sportive;;15m;;1;**;3057124980;http://www.thecrag.com/route/3057124980;Italy;http://www.thecrag.com/area/11747371;Val Pennavaire;http://www.thecrag.com/area/448284480;Val Pennavaire - Mondo Sommerso;;28.12.2019 01:00;31.07.2021 10:31;
Ferro;Ferro;Onsight;6c;6c;Sportive;;20m;;1;*;3057125328;http://www.thecrag.com/route/3057125328;Italy;http://www.thecrag.com/area/11747371;Val Pennavaire;http://www.thecrag.com/area/448284480;Val Pennavaire - Mondo Sommerso;Average;28.12.2019 01:00;31.07.2021 10:31;
Graney;Graney;Onsight;6b+;6b+;Sportive;;20m;;1;***;3057125154;http://www.thecrag.com/route/3057125154;Italy;http://www.thecrag.com/area/11747371;Val Pennavaire;http://www.thecrag.com/area/448284480;Val Pennavaire - Mondo Sommerso;Mega Classic;28.12.2019 01:00;31.07.2021 10:31;
Seawolf;Seawolf;Onsight;7a+;7a+;Sportive;;15m;;1;**;3057126270;http://www.thecrag.com/route/3057126270;Italy;http://www.thecrag.com/area/11747371;Val Pennavaire;http://www.thecrag.com/area/448284480;Val Pennavaire - Mondo Sommerso;Very Good;28.12.2019 01:00;31.07.2021 10:31;
Kursk;Kursk;Flash;7a;7a;Sportive;;15m;;1;**;3057126444;http://www.thecrag.com/route/3057126444;Italy;http://www.thecrag.com/area/11747371;Val Pennavaire;http://www.thecrag.com/area/448284480;Val Pennavaire - Mondo Sommerso;Very Good;28.12.2019 01:00;31.07.2021 10:31;
Métal fatigué;Métal fatigué;Red point;7a;7a;Sportive;;;;2;**;2326761585;http://www.thecrag.com/route/2326761585;France;http://www.thecrag.com/area/11747155;Pont de Roide;http://www.thecrag.com/area/1408210269;Pont de Roide;Good;28.12.2019 01:00;19.07.2021 18:40;
K 139;K 139;Onsight;6c;6c;Sportive;;18m;;1;**;3057125661;http://www.thecrag.com/route/3057125661;Italy;http://www.thecrag.com/area/11747371;Val Pennavaire;http://www.thecrag.com/area/448284480;Val Pennavaire - Mondo Sommerso;Very Good;26.12.2019 01:00;31.07.2021 10:31;
U 571;U 571;Onsight;6b+;6b+;Sportive;;25m;;1;***;3057125748;http://www.thecrag.com/route/3057125748;Italy;http://www.thecrag.com/area/11747371;Val Pennavaire;http://www.thecrag.com/area/448284480;Val Pennavaire - Mondo Sommerso;Mega Classic;26.12.2019 01:00;31.07.2021 10:31;
Akyuma;Akyuma;Onsight;6c+;6c+;Sportive;;25m;;1;***;3057125835;http://www.thecrag.com/route/3057125835;Italy;http://www.thecrag.com/area/11747371;Val Pennavaire;http://www.thecrag.com/area/448284480;Val Pennavaire - Mondo Sommerso;Mega Classic;26.12.2019 01:00;31.07.2021 10:29;
Scire;Scire;Tick;7b+;7b+;Sportive;;15m;;1;**;3057126357;http://www.thecrag.com/route/3057126357;Italy;http://www.thecrag.com/area/11747371;Val Pennavaire;http://www.thecrag.com/area/448284480;Val Pennavaire - Mondo Sommerso;Very Good;26.12.2019 01:00;24.07.2021 09:32;
Utens;Utens;Onsight;6c;6c;Sportive;;17m;;1;**;1218027192;http://www.thecrag.com/route/1218027192;Italy;http://www.thecrag.com/area/11747371;Val Pennavaire;http://www.thecrag.com/area/448284480;Val Pennavaire - Guggenheim - Grotta;Very Good;25.12.2019 01:00;31.07.2021 10:32;
Pizarro;Pizarro;Red point;6b+;6b+;Sportive;;17m;;1;;1218027297;http://www.thecrag.com/route/1218027297;Italy;http://www.thecrag.com/area/11747371;Val Pennavaire;http://www.thecrag.com/area/448284480;Val Pennavaire - Guggenheim - Grotta;Average;25.12.2019 01:00;31.07.2021 10:32;
Cardine;Cardine;Red point;7a+;7a+;Sportive;;35m;;1;**;2177525751;http://www.thecrag.com/route/2177525751;Italy;http://www.thecrag.com/area/11747371;Val Pennavaire;http://www.thecrag.com/area/448284480;Val Pennavaire - Red up;Very Good;24.12.2019 01:00;31.07.2021 11:02;
DOPPIA ELICA;DOPPIA ELICA;Onsight;6b+;6b+;Sportive;;25m;;1;**;16221133;http://www.thecrag.com/route/16221133;Italy;http://www.thecrag.com/area/11747371;Val Pennavaire;http://www.thecrag.com/area/448284480;Val Pennavaire - Red up;Very Good;24.12.2019 01:00;31.07.2021 11:02;
FANTINO;FANTINO;Onsight;6c;6c;Sportive;;;;1;**;16220893;http://www.thecrag.com/route/16220893;Italy;http://www.thecrag.com/area/11747371;Val Pennavaire;http://www.thecrag.com/area/448284480;Val Pennavaire - Red up;Very Good;23.12.2019 01:00;31.07.2021 11:02;
CARRIOLA;CARRIOLA;Onsight;6b+;6b+;Sportive;;30m;;1;**;16220941;http://www.thecrag.com/route/16220941;Italy;http://www.thecrag.com/area/11747371;Val Pennavaire;http://www.thecrag.com/area/448284480;Val Pennavaire - Red up;Very Good;23.12.2019 01:00;31.07.2021 11:02;
Tonsai;Tonsai;Red point;6c+;6c+;Sportive;;;;1;**;1467032541;http://www.thecrag.com/route/1467032541;France;http://www.thecrag.com/area/11747155;Nice Area;http://www.thecrag.com/area/84865650;Nice Area - Gorbio - Sektor F;Very Good;08.11.2019 01:00;30.07.2021 09:54;
Califourchon;Califourchon;Flash;5b;5b;Sportive;;;;1;;1467032223;http://www.thecrag.com/route/1467032223;France;http://www.thecrag.com/area/11747155;Nice Area;http://www.thecrag.com/area/84865650;Nice Area - Gorbio - Sektor F;Average;08.11.2019 01:00;30.07.2021 09:53;
Le chef d´expe;Le chef d'expé;Onsight;6b;6b;Sportive;;;;1;**;1467049257;http://www.thecrag.com/route/1467049257;France;http://www.thecrag.com/area/11747155;Nice Area;http://www.thecrag.com/area/84865650;Nice Area - Gorbio - Sektor G;Very Good;08.11.2019 01:00;30.07.2021 09:50;
Peut-etre;Peut-etre;Onsight;6a+;6a+;Sportive;;;;1;**;1467005868;http://www.thecrag.com/route/1467005868;France;http://www.thecrag.com/area/11747155;Nice Area;http://www.thecrag.com/area/84865650;Nice Area - Gorbio - Sektor C;Very Good;04.11.2019 01:00;30.07.2021 09:50;
Sarbacane;Sarbacane;Onsight;6b+;6b+;Sportive;;;;1;***;1467021321;http://www.thecrag.com/route/1467021321;France;http://www.thecrag.com/area/11747155;Nice Area;http://www.thecrag.com/area/84865650;Nice Area - Gorbio - Sektor E;Mega Classic;04.11.2019 01:00;30.07.2021 09:50;
Le Diamant noir;Le Diamant noir;Red point;7a+;7a+;Sportive;;25m;;1;***;2283331623;http://www.thecrag.com/route/2283331623;Switzerland;http://www.thecrag.com/area/11747203;Jura;http://www.thecrag.com/area/214239312;Jura - Jolimont - Mur principal;Mega Classic;27.10.2019 02:00;01.08.2021 17:48;
Mousse au Thon;Mousse au Thon;Red point;7c;7c+;Sportive;;25m;;1;**;12496267;http://www.thecrag.com/route/12496267;Switzerland;http://www.thecrag.com/area/11747203;Schlänggen;http://www.thecrag.com/area/2480855124;Schlänggen - Schlänggen;Very Good;03.09.2019 02:00;16.07.2021 10:50;
Pose ta fesse;Pose ta fesse;Onsight;6c;6c;Sportive;;20m;;1;;3759923790;http://www.thecrag.com/route/3759923790;France;http://www.thecrag.com/area/11747155;Le Ponteil;http://www.thecrag.com/area/85535475;Le Ponteil - La tour des anges;Average;02.09.2019 02:00;30.07.2021 10:06;
Hop-nebo Trop;Hop-nebo Trop;Onsight;6c+;6c+;Sportive;;20m;;1;**;278155437;http://www.thecrag.com/route/278155437;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Eptingen - Wasserfalle;Mega Classic;31.08.2019 02:00;31.07.2021 11:10;
Diegter Frühling;Diegter Fruehling;Flash;6a;6a;Sportive;;20m;;1;*;1291500414;http://www.thecrag.com/route/1291500414;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Eptingen - Wasserfalle;Very Good;31.08.2019 02:00;31.07.2021 11:10;
L' eau de la;L'eau de là;Onsight;6b+;6b+;Sportive;;;;1;***;3518521056;http://www.thecrag.com/route/3518521056;France;http://www.thecrag.com/area/11747155;Casse de Prelles;http://www.thecrag.com/area/1377577590;Casse de Prelles - Les aiguilles;Mega Classic;23.08.2019 02:00;30.07.2021 09:43;
Salut à 2 mains;Salut à 2 mains;Onsight;6b+;6b+;Sportive;;;;1;**;1946830803;http://www.thecrag.com/route/1946830803;France;http://www.thecrag.com/area/11747155;Casse de Prelles;http://www.thecrag.com/area/1377577590;Casse de Prelles - Les aiguilles;Very Good;23.08.2019 02:00;30.07.2021 09:43;
TNT;TNT;Onsight;6b;6b;Sportive;;;;1;**;3428229642;http://www.thecrag.com/route/3428229642;France;http://www.thecrag.com/area/11747155;Casse de Prelles;http://www.thecrag.com/area/1377577590;Casse de Prelles - Odyssée;Mega Classic;23.08.2019 02:00;30.07.2021 09:43;
Mon Thé;Mon Thé;Onsight;6c;6c;Sportive;;;;1;**;1946829135;http://www.thecrag.com/route/1946829135;France;http://www.thecrag.com/area/11747155;Casse de Prelles;http://www.thecrag.com/area/1377577590;Casse de Prelles - Les aiguilles;Very Good;23.08.2019 02:00;30.07.2021 09:43;
Goulag;Goulag;Onsight;6b+;6b+;Sportive;;;;1;*;3428237163;http://www.thecrag.com/route/3428237163;France;http://www.thecrag.com/area/11747155;Casse de Prelles;http://www.thecrag.com/area/1377577590;Casse de Prelles - Odyssée;Average;23.08.2019 02:00;30.07.2021 09:43;
Casque et des gaines;Casque et des gaines;Flash;6b;6b;Sportive;;;;1;*;3518521242;http://www.thecrag.com/route/3518521242;France;http://www.thecrag.com/area/11747155;Casse de Prelles;http://www.thecrag.com/area/1377577590;Casse de Prelles - Les aiguilles;Very Good;23.08.2019 02:00;30.07.2021 09:43;
La Kuuchkute;La Kuchkute;Onsight;7a;7a;Sportive;;;;1;**;3336793704;http://www.thecrag.com/route/3336793704;France;http://www.thecrag.com/area/11747155;Le Simoust;http://www.thecrag.com/area/2294342940;Le Simoust;Very Good;21.08.2019 02:00;31.07.2021 10:29;
Bijoux L1;Bijoux L1;Flash;6c;6c;Sportive;;;;1;**;3336787734;http://www.thecrag.com/route/3336787734;France;http://www.thecrag.com/area/11747155;Le Simoust;http://www.thecrag.com/area/2294342940;Le Simoust;Very Good;21.08.2019 02:00;31.07.2021 10:29;
Davai;Davai;Onsight;6c+;6c+;Sportive;;35m;;1;**;2294345784;http://www.thecrag.com/route/2294345784;France;http://www.thecrag.com/area/11747155;Le Simoust;http://www.thecrag.com/area/2294342940;Le Simoust;Very Good;19.08.2019 02:00;31.07.2021 10:29;
Feeling good;Feeling good;Onsight;6c+;6c+;Sportive;;38m;;1;**;2294345883;http://www.thecrag.com/route/2294345883;France;http://www.thecrag.com/area/11747155;Le Simoust;http://www.thecrag.com/area/2294342940;Le Simoust;Very Good;19.08.2019 02:00;31.07.2021 10:29;
Envie de Verdon;Envie de Verdon;Onsight;6b+;6b+;Sportive;;;;1;***;2533830804;http://www.thecrag.com/route/2533830804;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Mamy Tonic;Mega Classic;17.08.2019 02:00;28.07.2021 19:04;
Mamy Tonic;Mamy tonic L2;Onsight;6b+;6b+;Sportive;;35m;;2;**;2533831596;http://www.thecrag.com/route/2533831596;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Mamy Tonic;Very Good;17.08.2019 02:00;28.07.2021 19:04;
les pros se tâtent;les pros se tâtent;Onsight;7a;7a;Sportive;;40m;;1;***;2533831101;http://www.thecrag.com/route/2533831101;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Mamy Tonic;Mega Classic;17.08.2019 02:00;28.07.2021 19:04;
Papy fatigue;Papy fatigue;Onsight;6b+;5c;Sportive;;;;1;;2533831497;http://www.thecrag.com/route/2533831497;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Mamy Tonic;Average;17.08.2019 02:00;28.07.2021 19:04;
Harmonie;Harmonie;Flash;6c;6c;Sportive;;;;2;***;5060703729;http://www.thecrag.com/route/5060703729;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Ligne du temps;Classic;16.08.2019 02:00;29.07.2021 10:57;
Harmonie;Harmonie;Flash;6c;6c;Sportive;;;;2;***;5060703729;http://www.thecrag.com/route/5060703729;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Ligne du temps;Classic;16.08.2019 02:00;29.07.2021 10:57;
Myrtille et Chantilly;Myrtille et Chantilly;Onsight;6a;6a;Sportive;;;;2;***;3720385338;http://www.thecrag.com/route/3720385338;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Résistance et liberté;Mega Classic;16.08.2019 02:00;28.07.2021 19:04;
Myrtille et Chantilly;Myrtille et chantilly L1+L2;Onsight;6a;6a;Sportive;;;;2;***;3720385338;http://www.thecrag.com/route/3720385338;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Résistance et liberté;Average;16.08.2019 02:00;28.07.2021 19:04;
Macrocéphale;Macrocéphale;Red point;7b;7b;Sportive;;;;2;***;4452864174;http://www.thecrag.com/route/4452864174;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Ligne du temps;Mega Classic;14.08.2019 02:00;30.07.2021 09:36;
Y'ablon Banania;Y'ablon Banania;Red point;6c+;6c+;Sportive;;;;1;**;3720252960;http://www.thecrag.com/route/3720252960;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Résistance et liberté;Very Good;14.08.2019 02:00;28.07.2021 19:04;
Macrocéphale;Macrocéphale;Red point;7b;7b;Sportive;;;;2;***;4452864174;http://www.thecrag.com/route/4452864174;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Ligne du temps;Classic;14.08.2019 02:00;24.07.2021 17:39;
Ah que ouais;A que ouais;Red point;6c;6c;Sportive;;;;3;*;1671915696;http://www.thecrag.com/route/1671915696;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Ligne du temps;Average;13.08.2019 02:00;30.07.2021 09:36;
Ah que ouais;Ah que ouais;Onsight;6c;6c;Sportive;;;;3;*;1671915696;http://www.thecrag.com/route/1671915696;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Ligne du temps;Very Good;13.08.2019 02:00;29.07.2021 11:07;
Ah que ouais;A que ouais;Onsight;6c;6c;Sportive;;;;3;*;1671915696;http://www.thecrag.com/route/1671915696;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Ligne du temps;Very Good;13.08.2019 02:00;28.07.2021 19:04;
Beurre ou ordinaire;Beurre ou ordinaire;Onsight;6b;6b;Sportive;;;;1;;1671914898;http://www.thecrag.com/route/1671914898;France;http://www.thecrag.com/area/11747155;Ablon;http://www.thecrag.com/area/12490999;Ablon - Ligne du temps;Average;13.08.2019 02:00;28.07.2021 19:04;
Walk the line;Walk the line;Onsight;6b+;6b+;Sportive;;;;1;**;3299876301;http://www.thecrag.com/route/3299876301;Switzerland;http://www.thecrag.com/area/11747203;Göscheneralptal;http://www.thecrag.com/area/1400407503;Göscheneralptal - Griesstal - Griestal 5;Very Good;04.08.2019 02:00;01.08.2021 11:43;
Happiness;Happiness;Flash;6c;6c;Sportive;;;;1;**;3299876697;http://www.thecrag.com/route/3299876697;Switzerland;http://www.thecrag.com/area/11747203;Göscheneralptal;http://www.thecrag.com/area/1400407503;Göscheneralptal - Griesstal - Griestal 5;Very Good;04.08.2019 02:00;01.08.2021 11:43;
Moonwalk;Moonwalk;Onsight;6b+;6b+;Sportive;;;;1;**;3299876196;http://www.thecrag.com/route/3299876196;Switzerland;http://www.thecrag.com/area/11747203;Göscheneralptal;http://www.thecrag.com/area/1400407503;Göscheneralptal - Griesstal - Griestal 5;Very Good;03.08.2019 02:00;01.08.2021 11:43;
Burnin‘ hell;Burnin‘ hell;Red point;7b;7b;Sportive;;;;1;**;3299877813;http://www.thecrag.com/route/3299877813;Switzerland;http://www.thecrag.com/area/11747203;Göscheneralptal;http://www.thecrag.com/area/1400407503;Göscheneralptal - Griesstal - Griestal 5;Very Good;03.08.2019 02:00;01.08.2021 11:43;
Final Cut;Final Cut;Flash;6c;6c;Sportive;;15m;;1;*;1841798754;http://www.thecrag.com/route/1841798754;Switzerland;http://www.thecrag.com/area/11747203;Schlänggen;http://www.thecrag.com/area/2480855124;Schlänggen - Schlänggen;Very Good;30.07.2019 02:00;01.08.2021 11:36;
Hinter dem Baum;Hinter dem Baum;Onsight;7a;7a;Sportive;;18m;;1;**;278155179;http://www.thecrag.com/route/278155179;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Eptingen - Wasserfalle;Very Good;27.07.2019 02:00;31.07.2021 11:13;
Kontorsius Maximus;Kontorsius Maximus;Onsight;7a+;7a+;Sportive;;20m;;1;**;1291500618;http://www.thecrag.com/route/1291500618;Switzerland;http://www.thecrag.com/area/11747203;Basler Jura;http://www.thecrag.com/area/157688250;Basler Jura - Eptingen - Wasserfalle;Very Good;27.07.2019 02:00;31.07.2021 11:10;
Pervert Man;Pervert Man;Red point;7c;7c;Sportive;;25m;;1;***;12496219;http://www.thecrag.com/route/12496219;Switzerland;http://www.thecrag.com/area/11747203;Schlänggen;http://www.thecrag.com/area/2480855124;Schlänggen - Schlänggen;Very Good;18.07.2019 02:00;17.07.2021 09:31;
Un air de Bauzouki;Un air de Bazouki;Red point;7a+;7a;Sportive;;35m;;1;**;2684163162;http://www.thecrag.com/route/2684163162;France;http://www.thecrag.com/area/11747155;Rocher de l’ombre;http://www.thecrag.com/area/2684115741;Rocher de l’ombre - Dernière balyses;Very Good;14.07.2019 02:00;31.07.2021 10:22;
Ducati mélodie;Ducati mélodie;Onsight;7a;7b;Sportive;;30m;;2;**;2684163273;http://www.thecrag.com/route/2684163273;France;http://www.thecrag.com/area/11747155;Rocher de l’ombre;http://www.thecrag.com/area/2684115741;Rocher de l’ombre - Dernière balyses;Very Good;14.07.2019 02:00;31.07.2021 10:16;
Ducati mélodie;Ducati mélodie;Onsight;7a;7b;Sportive;;30m;;2;**;2684163273;http://www.thecrag.com/route/2684163273;France;http://www.thecrag.com/area/11747155;Rocher de l’ombre;http://www.thecrag.com/area/2684115741;Rocher de l’ombre - Dernière balyses;Very Good;14.07.2019 02:00;24.07.2021 17:41;
Perla giala;Perla giala;Onsight;6c;6c;Sportive;;;;1;***;3336692058;http://www.thecrag.com/route/3336692058;France;http://www.thecrag.com/area/11747155;Le Simoust;http://www.thecrag.com/area/2294342940;Le Simoust;Mega Classic;13.07.2019 02:00;31.07.2021 10:29;
Le bivouac de la mort;Le bivouac de la mort;Red point;7a;7a;Sportive;;;;1;**;3432665763;http://www.thecrag.com/route/3432665763;France;http://www.thecrag.com/area/11747155;Le Simoust;http://www.thecrag.com/area/2294342940;Le Simoust;Very Good;13.07.2019 02:00;31.07.2021 10:29;
Canada;Camada;Onsight;6c;6c;Sportive;;;;1;**;3336692961;http://www.thecrag.com/route/3336692961;France;http://www.thecrag.com/area/11747155;Le Simoust;http://www.thecrag.com/area/2294342940;Le Simoust;Mega Classic;13.07.2019 02:00;31.07.2021 10:29;
Child in time;Child in time;Red point;6c+;6c;Sportive;;35m;;1;**;2684178744;http://www.thecrag.com/route/2684178744;France;http://www.thecrag.com/area/11747155;Rocher de l’ombre;http://www.thecrag.com/area/2684115741;Rocher de l’ombre - Dernière balyses;Very Good;12.07.2019 02:00;31.07.2021 10:16;
Pouding queen;Pouding queen;Red point;6c;6c;Sportive;;;;1;**;2637456831;http://www.thecrag.com/route/2637456831;France;http://www.thecrag.com/area/11747155;Mont-Dauphin;http://www.thecrag.com/area/85535943;Mont-Dauphin - Cosmos;Very Good;11.07.2019 02:00;31.07.2021 10:13;
La carita;La carita;Onsight;6b+;6b+;Sportive;;;;1;**;2637456726;http://www.thecrag.com/route/2637456726;France;http://www.thecrag.com/area/11747155;Mont-Dauphin;http://www.thecrag.com/area/85535943;Mont-Dauphin - Cosmos;Very Good;11.07.2019 02:00;31.07.2021 10:13;
Caprice de Star (L1+L2);Caprice de Star;Onsight;6a/a+;6a;Sportive;;;;1;**;947409195;http://www.thecrag.com/route/947409195;France;http://www.thecrag.com/area/11747155;Mont-Dauphin;http://www.thecrag.com/area/85535943;Mont-Dauphin - Cosmos;Very Good;09.07.2019 02:00;31.07.2021 10:13;
