Route Name;Ascent Label;Ascent Type;Route Grade;Ascent Grade;Route Gear Style;Ascent Gear Style;Route Height;Ascent Height;# Ascents;Route Stars;Route ID;Route Link;Country;Country Link;Crag Name;Crag Link;Crag Path;Quality;Ascent Date;Log Date;Shot
Glabrate;;Onsight;17;;Sport;Sport;20m;;1;*;13171093;http://www.thecrag.com/route/13171093;Australia;http://www.thecrag.com/area/11737699;Blue Mountains;http://www.thecrag.com/area/11741347;Blue Mountains - Mount Victoria Area - Corroboree Walls - Disneyland;Good;01.04.2023 02:00;02.04.2023 07:25;
Long John Silver;;Onsight;15;;Sport;Sport;20m;;1;*;809984499;http://www.thecrag.com/route/809984499;Australia;http://www.thecrag.com/area/11737699;Blue Mountains;http://www.thecrag.com/area/11741347;Blue Mountains - Mount Victoria Area - Corroboree Walls - Disneyland;Good;01.04.2023 02:00;02.04.2023 07:25;
Blow;;Onsight;22;;Sport;Sport;10m;;1;**;130785432;http://www.thecrag.com/route/130785432;Australia;http://www.thecrag.com/area/11737699;Blue Mountains;http://www.thecrag.com/area/11741347;Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - The Blowhole;Classic;03.12.2022 01:00;03.12.2022 11:23;
Bloated Blowfish;;Pink point;27;;Sport;Sport;14m;;1;*;154151526;http://www.thecrag.com/route/154151526;Australia;http://www.thecrag.com/area/11737699;Blue Mountains;http://www.thecrag.com/area/11741347;Blue Mountains - Bells Line of Road & Chifley Rd - Bell Supercrag - The Blowhole;Very Good;03.12.2022 01:00;03.12.2022 11:23;
Pas de repas pour les braves;Pas de repas pour les braves;Hang dog;8b;8b;Sport;Sport;30m;;1;***;1450177539;http://www.thecrag.com/route/1450177539;France;http://www.thecrag.com/area/11747155;Vercors;http://www.thecrag.com/area/85508952;Vercors - Coulmes - Presles - Pierrot Beach - Finales;Classic;14.10.2022 02:00;23.10.2022 12:03;
Banqster;Banqster;Red point;7c+;7c+;Sport;Sport;35m;;1;***;6021361635;http://www.thecrag.com/route/6021361635;France;http://www.thecrag.com/area/11747155;Vercors;http://www.thecrag.com/area/85508952;Vercors - Tamée - La Taupiniere - Secteur en bas;Classic;12.10.2022 02:00;23.10.2022 11:58;
Guinet à la une;Guinet à la une;Red point;8a;8a;Sport;Sport;;;1;**;6021363246;http://www.thecrag.com/route/6021363246;France;http://www.thecrag.com/area/11747155;Vercors;http://www.thecrag.com/area/85508952;Vercors - Tamée - La Taupiniere - Secteur en bas;Very Good;12.10.2022 02:00;23.10.2022 11:58;
Bain de mousse directe;Bain de mousse directe;Onsight;7c;7c;Sport;Sport;;;1;**;6021363618;http://www.thecrag.com/route/6021363618;France;http://www.thecrag.com/area/11747155;Vercors;http://www.thecrag.com/area/85508952;Vercors - Tamée - La Taupiniere - Secteur en bas;Very Good;12.10.2022 02:00;23.10.2022 11:58;
Lolo blues;Lolo blues;Onsight;7a;7a;Sport;Sport;;;1;***;1949656014;http://www.thecrag.com/route/1949656014;France;http://www.thecrag.com/area/11747155;Vercors;http://www.thecrag.com/area/85508952;Vercors - Coulmes - La Goulandière;Classic;11.10.2022 02:00;23.10.2022 12:01;
Ne pas se fier aux apparences (L1) Regarde le clown (L2);Ne pas se fier aux apparences (L1) Regarde le clown (L2);Onsight;7b+;7b+;Sport;Sport;40m;;1;**;1949656215;http://www.thecrag.com/route/1949656215;France;http://www.thecrag.com/area/11747155;Vercors;http://www.thecrag.com/area/85508952;Vercors - Coulmes - La Goulandière;Classic;11.10.2022 02:00;23.10.2022 12:01;
L'homme à la tête de choux;L'homme à la tête de choux;Onsight;7a;7a;Sport;Sport;20m;;1;**;1949655915;http://www.thecrag.com/route/1949655915;France;http://www.thecrag.com/area/11747155;Vercors;http://www.thecrag.com/area/85508952;Vercors - Coulmes - La Goulandière;Classic;11.10.2022 02:00;23.10.2022 12:01;
Cool jazz;Cool jazz;Red point;7c;7c;Sport;Sport;18m;;1;***;1949656113;http://www.thecrag.com/route/1949656113;France;http://www.thecrag.com/area/11747155;Vercors;http://www.thecrag.com/area/85508952;Vercors - Coulmes - La Goulandière;Classic;11.10.2022 02:00;23.10.2022 12:01;
No Man's Land;No Man's Land;Onsight;7b;7b;Sport;Sport;33m;;1;***;15849187;http://www.thecrag.com/route/15849187;France;http://www.thecrag.com/area/11747155;Buoux;http://www.thecrag.com/area/12490303;Buoux - No Man's Land;Mega Classic;09.10.2022 02:00;23.10.2022 11:55;
La Rose Des Sables;Rose des sables;Onsight;7a;7a;Sport;Sport;35m;;1;***;445992846;http://www.thecrag.com/route/445992846;France;http://www.thecrag.com/area/11747155;Buoux;http://www.thecrag.com/area/12490303;Buoux - Le Nombril;Mega Classic;08.10.2022 02:00;23.10.2022 11:56;
Déversé Satan-X;Déversé Satan-X;Red point;8b;8b;Sport;Sport;15m;;1;***;6738247512;http://www.thecrag.com/route/6738247512;France;http://www.thecrag.com/area/11747155;Gourdon Area;http://www.thecrag.com/area/84869025;Gourdon Area - Gorges Du Loup - Déversé satanique;Classic;28.09.2022 02:00;25.10.2022 12:34;
Castle Rock (P1+P2);Castle Rock (P1+P2);Onsight;7b+;7b+;Sport;Sport;;;1;***;1624047993;http://www.thecrag.com/route/1624047993;France;http://www.thecrag.com/area/11747155;Gourdon Area;http://www.thecrag.com/area/84869025;Gourdon Area - Gorges Du Loup - Mesa Verde;Very Good;28.09.2022 02:00;23.10.2022 11:52;
Arrow Head;Arrow Head;Red point;8a;8a;Sport;Sport;;;1;***;1624048308;http://www.thecrag.com/route/1624048308;France;http://www.thecrag.com/area/11747155;Gourdon Area;http://www.thecrag.com/area/84869025;Gourdon Area - Gorges Du Loup - Mesa Verde;Mega Classic;28.09.2022 02:00;23.10.2022 11:52;
L'Ogre;L'Ogre;Red point;8b;8a+;Sport;Sport;;;1;***;2144957115;http://www.thecrag.com/route/2144957115;France;http://www.thecrag.com/area/11747155;Gourdon Area;http://www.thecrag.com/area/84869025;Gourdon Area - Gorges Du Loup - Mesa Verde;Classic;28.09.2022 02:00;23.10.2022 11:52;
De la terre au ciel;De la terre au ciel;Onsight;7b;7b;Sport;Sport;;;1;***;1624047753;http://www.thecrag.com/route/1624047753;France;http://www.thecrag.com/area/11747155;Gourdon Area;http://www.thecrag.com/area/84869025;Gourdon Area - Gorges Du Loup - Mesa Verde;Mega Classic;28.09.2022 02:00;23.10.2022 11:52;
Contrat Premier Envol;Contrat Premier Envol;Onsight;6c;6c;Sport;Sport;20m;;1;**;577695054;http://www.thecrag.com/route/577695054;France;http://www.thecrag.com/area/11747155;Gourdon Area;http://www.thecrag.com/area/84869025;Gourdon Area - Gorges Du Loup - Mesa Verde;Very Good;28.09.2022 02:00;23.10.2022 11:52;
Ma vie en l'air;Ma vie en l'air P1;Onsight;7c;7a+;Sport;Sport;;;1;**;1624047873;http://www.thecrag.com/route/1624047873;France;http://www.thecrag.com/area/11747155;Gourdon Area;http://www.thecrag.com/area/84869025;Gourdon Area - Gorges Du Loup - Mesa Verde;;28.09.2022 02:00;23.10.2022 11:52;
Pas de bras pas de chocolat;Pas de bras pas de chocolat;Onsight;7a;7a;Sport;Sport;;;1;**;1624047648;http://www.thecrag.com/route/1624047648;France;http://www.thecrag.com/area/11747155;Gourdon Area;http://www.thecrag.com/area/84869025;Gourdon Area - Gorges Du Loup - Mesa Verde;Classic;28.09.2022 02:00;23.10.2022 11:52;
Willy Wanca;Willy Wanca;Onsight;7b+;7b+;Sport;Sport;;;1;*;1624047543;http://www.thecrag.com/route/1624047543;France;http://www.thecrag.com/area/11747155;Gourdon Area;http://www.thecrag.com/area/84869025;Gourdon Area - Gorges Du Loup - Mesa Verde;Very Good;28.09.2022 02:00;23.10.2022 11:52;
Choucroutes et vielles droit;Choucroutes et vielles droit;Red point;8a;8a;Sport;Sport;;;1;**;968406252;http://www.thecrag.com/route/968406252;France;http://www.thecrag.com/area/11747155;La Saume;http://www.thecrag.com/area/968389179;La Saume - Secteur 2 - Main Cliff;Very Good;26.09.2022 02:00;22.09.2022 10:50;
God Michau;God Michau;Flash;7b+;7b+;Sport;Sport;;;1;**;968406714;http://www.thecrag.com/route/968406714;France;http://www.thecrag.com/area/11747155;La Saume;http://www.thecrag.com/area/968389179;La Saume - Secteur 2 - Main Cliff;Very Good;26.09.2022 02:00;22.09.2022 10:50;
Hot Chili Beans Volcano;Hot Chili Beans Volcano;Hang dog;8b+;8b+;Sport;Sport;;;1;***;1860308082;http://www.thecrag.com/route/1860308082;France;http://www.thecrag.com/area/11747155;Gourdon Area;http://www.thecrag.com/area/84869025;Gourdon Area - Gorges Du Loup - Déversé satanique;Classic;23.09.2022 02:00;23.10.2022 11:49;
Déversé Satanique;Déversé Satanique;Red point;8a+;8a+;Sport;Sport;;;1;**;1624036878;http://www.thecrag.com/route/1624036878;France;http://www.thecrag.com/area/11747155;Gourdon Area;http://www.thecrag.com/area/84869025;Gourdon Area - Gorges Du Loup - Déversé satanique;Very Good;23.09.2022 02:00;23.10.2022 11:49;
Qoussai;Qoussai;Red point;8a+;8a+;Sport;Sport;;;1;**;1956249126;http://www.thecrag.com/route/1956249126;France;http://www.thecrag.com/area/11747155;Gourdon Area;http://www.thecrag.com/area/84869025;Gourdon Area - Gorges Du Loup - Déversé satanique;Very Good;23.09.2022 02:00;23.10.2022 11:49;
Le Diktateur;Le Diktateur;Red point;7c+;7c+;Sport;Sport;30m;;1;***;18082963;http://www.thecrag.com/route/18082963;France;http://www.thecrag.com/area/11747155;Chateauvert;http://www.thecrag.com/area/12490255;Chateauvert - La Grande Face;Very Good;17.09.2022 02:00;23.10.2022 11:42;
Tiane Mobylette;Tiane Mobylette;Onsight;7b+;7b+;Sport;Sport;40m;;1;***;18083743;http://www.thecrag.com/route/18083743;France;http://www.thecrag.com/area/11747155;Chateauvert;http://www.thecrag.com/area/12490255;Chateauvert - La Grande Face;Mega Classic;17.09.2022 02:00;23.10.2022 11:42;
Kricket;Kricket;Red point;7c;7c;Sport;Sport;30m;;1;***;18092095;http://www.thecrag.com/route/18092095;France;http://www.thecrag.com/area/11747155;Chateauvert;http://www.thecrag.com/area/12490255;Chateauvert - Grotte d'Atlantis - Kricket;Classic;16.09.2022 02:00;23.10.2022 11:43;
Power;Power;Onsight;7b+;7b+;Sport;Sport;25m;;1;**;18090397;http://www.thecrag.com/route/18090397;France;http://www.thecrag.com/area/11747155;Chateauvert;http://www.thecrag.com/area/12490255;Chateauvert - Grotte Des Elements - Power;Good;15.09.2022 02:00;23.10.2022 11:44;
Cuba Libre;Cuba Libre;Red point;7b+;7b+;Sport;Sport;25m;;1;**;14078605;http://www.thecrag.com/route/14078605;Italy;http://www.thecrag.com/area/11747371;Comano Terme;http://www.thecrag.com/area/12518695;Comano Terme;Very Good;01.09.2022 02:00;22.10.2022 22:01;
Fragole di bosco;Fragole di bosco;Red point;7c+;7c+;Sport;Sport;20m;;1;**;14078821;http://www.thecrag.com/route/14078821;Italy;http://www.thecrag.com/area/11747371;Comano Terme;http://www.thecrag.com/area/12518695;Comano Terme;Good;01.09.2022 02:00;22.10.2022 22:01;
Tamagogi;Tamagogi;Onsight;7c;7c;Sport;Sport;25m;;1;***;2613899553;http://www.thecrag.com/route/2613899553;Italy;http://www.thecrag.com/area/11747371;Valle del Sarca;http://www.thecrag.com/area/580453341;Valle del Sarca - Red Point Wall - Centrale;Very Good;30.08.2022 02:00;22.10.2022 22:04;
Abissi;Abissi;Onsight;7c;7c;Sport;Sport;;;1;***;18328663;http://www.thecrag.com/route/18328663;Italy;http://www.thecrag.com/area/11747371;Valle del Sarca;http://www.thecrag.com/area/580453341;Valle del Sarca - Massone - Settore E;Classic;27.08.2022 02:00;22.10.2022 22:02;
Adelante;Adelante;Onsight;7a+;7a+;Sport;Sport;12m;;1;**;18329683;http://www.thecrag.com/route/18329683;Italy;http://www.thecrag.com/area/11747371;Valle del Sarca;http://www.thecrag.com/area/580453341;Valle del Sarca - Massone - Settore E;Very Good;27.08.2022 02:00;22.10.2022 22:02;
Game over;Game over;Red point;7c+;8a;Sport;Sport;25m;;1;***;15822469;http://www.thecrag.com/route/15822469;France;http://www.thecrag.com/area/11747155;Orpierre;http://www.thecrag.com/area/12490279;Orpierre - Château - Mission impossible & Hurlement;Mega Classic;08.08.2022 02:00;22.10.2022 14:45;
Maman, je vais mourir;Maman, je vais mourir;Red point;7c;7c;Sport;Sport;25m;;1;***;15822517;http://www.thecrag.com/route/15822517;France;http://www.thecrag.com/area/11747155;Orpierre;http://www.thecrag.com/area/12490279;Orpierre - Château - Mission impossible & Hurlement;Classic;08.08.2022 02:00;22.10.2022 14:45;
Meme pas mal;Meme pas mal;Red point;7c;7c;Sport;Sport;25m;;1;***;15822565;http://www.thecrag.com/route/15822565;France;http://www.thecrag.com/area/11747155;Orpierre;http://www.thecrag.com/area/12490279;Orpierre - Château - Mission impossible & Hurlement;Very Good;08.08.2022 02:00;22.10.2022 14:45;
l'ange gardien;l'ange gardien;Red point;7b;7b;Sport;Sport;;;1;***;15821845;http://www.thecrag.com/route/15821845;France;http://www.thecrag.com/area/11747155;Orpierre;http://www.thecrag.com/area/12490279;Orpierre - Château - Mission impossible & Hurlement;Very Good;08.08.2022 02:00;22.10.2022 14:45;
Les ails du desir;Les ails du desir;Onsight;6c+;6c+;Sport;Sport;;;1;***;15821893;http://www.thecrag.com/route/15821893;France;http://www.thecrag.com/area/11747155;Orpierre;http://www.thecrag.com/area/12490279;Orpierre - Château - Mission impossible & Hurlement;Classic;08.08.2022 02:00;22.10.2022 14:45;
Destruction;Destruction;Red point;7b+;7b+;Sport;Sport;25m;;1;***;15822229;http://www.thecrag.com/route/15822229;France;http://www.thecrag.com/area/11747155;Orpierre;http://www.thecrag.com/area/12490279;Orpierre - Château - Mission impossible & Hurlement;Classic;08.08.2022 02:00;22.10.2022 14:45;
Hurlement;Hurlement;Red point;8a+;8a+;Sport;Sport;25m;;1;**;15822325;http://www.thecrag.com/route/15822325;France;http://www.thecrag.com/area/11747155;Orpierre;http://www.thecrag.com/area/12490279;Orpierre - Château - Mission impossible & Hurlement;Very Good;08.08.2022 02:00;22.10.2022 14:45;
N'oubliez jamais;N'oubliez jamais;Red point;8b;8b;Sport;Sport;25m;;1;**;15822373;http://www.thecrag.com/route/15822373;France;http://www.thecrag.com/area/11747155;Orpierre;http://www.thecrag.com/area/12490279;Orpierre - Château - Mission impossible & Hurlement;Classic;08.08.2022 02:00;22.10.2022 14:45;
Toutes les chances plus une;Toutes les chances plus une;Flash;7b;7b;Sport;Sport;;;1;***;15821797;http://www.thecrag.com/route/15821797;France;http://www.thecrag.com/area/11747155;Orpierre;http://www.thecrag.com/area/12490279;Orpierre - Château - Mission impossible & Hurlement;Very Good;08.08.2022 02:00;22.10.2022 14:45;
La Javanaise;La Javanaise;Onsight;7a;7a;Sport;Sport;25m;;1;***;15808411;http://www.thecrag.com/route/15808411;France;http://www.thecrag.com/area/11747155;Céüse;http://www.thecrag.com/area/12490111;Céüse - Demi Lune;Very Good;05.08.2022 02:00;22.10.2022 14:38;
Sans peur et sanglier;Sans peur et sanglier;Pink point;7c+;7c+;Sport;Sport;20m;;1;***;2678019852;http://www.thecrag.com/route/2678019852;France;http://www.thecrag.com/area/11747155;Céüse;http://www.thecrag.com/area/12490111;Céüse - Demi Lune;Very Good;05.08.2022 02:00;22.10.2022 14:38;
Blanches fesses;Blanches fesses;Onsight;7c;7c;Sport;Sport;30m;;1;***;15802879;http://www.thecrag.com/route/15802879;France;http://www.thecrag.com/area/11747155;Céüse;http://www.thecrag.com/area/12490111;Céüse - La Cascade;Very Good;05.08.2022 02:00;22.10.2022 14:36;
Vagabond d'occident;Vagabond d'occident;Onsight;7c;7c;Sport;Sport;30m;;1;***;15802777;http://www.thecrag.com/route/15802777;France;http://www.thecrag.com/area/11747155;Céüse;http://www.thecrag.com/area/12490111;Céüse - La Cascade;Classic;05.08.2022 02:00;22.10.2022 14:36;
La mecanique du coeur;La mecanique du coeur;Onsight;6c;6c;Sport;Sport;23m;;1;**;968429229;http://www.thecrag.com/route/968429229;France;http://www.thecrag.com/area/11747155;Rue des Masques;http://www.thecrag.com/area/508359150;Rue des Masques - Canyon;Very Good;03.08.2022 02:00;22.09.2022 11:06;
Super Balls;Super Balls;Onsight;7a+;7a+;Sport;Sport;30m;;1;**;1662351318;http://www.thecrag.com/route/1662351318;France;http://www.thecrag.com/area/11747155;Rue des Masques;http://www.thecrag.com/area/508359150;Rue des Masques - Canyon;Very Good;03.08.2022 02:00;22.09.2022 11:06;
Fiaschi nautique;Fiaschi nautique;Red point;7c+;7c+;Sport;Sport;30m;;1;***;946157208;http://www.thecrag.com/route/946157208;France;http://www.thecrag.com/area/11747155;Ailefroide;http://www.thecrag.com/area/12491191;Ailefroide - Contreforts du Pelvoux - Face bouc;Classic;02.08.2022 02:00;22.09.2022 11:04;
Cambon beurre;Cambon beurre;Onsight;7a+;7a+;Sport;Sport;;;1;**;946157319;http://www.thecrag.com/route/946157319;France;http://www.thecrag.com/area/11747155;Ailefroide;http://www.thecrag.com/area/12491191;Ailefroide - Contreforts du Pelvoux - Face bouc;Very Good;02.08.2022 02:00;22.09.2022 11:04;
Punishman park;Punishman park;Onsight;7c;7c;Sport;Sport;25m;;1;***;946158318;http://www.thecrag.com/route/946158318;France;http://www.thecrag.com/area/11747155;Ailefroide;http://www.thecrag.com/area/12491191;Ailefroide - Contreforts du Pelvoux - Face bouc;Classic;02.08.2022 02:00;22.09.2022 11:04;
Kullakita;Kullakita;Onsight;7a;7a;Sport;Sport;31m;;1;**;2659451919;http://www.thecrag.com/route/2659451919;France;http://www.thecrag.com/area/11747155;Ailefroide;http://www.thecrag.com/area/12491191;Ailefroide - La gorge;Average;01.08.2022 02:00;22.09.2022 11:02;
L'ange 20;L'ange 20;Onsight;6c;6c;Sport;Sport;25m;;1;**;2659452129;http://www.thecrag.com/route/2659452129;France;http://www.thecrag.com/area/11747155;Ailefroide;http://www.thecrag.com/area/12491191;Ailefroide - La gorge;Average;01.08.2022 02:00;22.09.2022 11:02;
Écrin dégun;Écrin dégun;Onsight;6c+;6c+;Sport;Sport;;;1;**;2659452234;http://www.thecrag.com/route/2659452234;France;http://www.thecrag.com/area/11747155;Ailefroide;http://www.thecrag.com/area/12491191;Ailefroide - La gorge;Average;01.08.2022 02:00;22.09.2022 11:02;
Via classica;Via classica;Onsight;7a;7a;Sport;Sport;20m;;1;***;2675807349;http://www.thecrag.com/route/2675807349;France;http://www.thecrag.com/area/11747155;Clapeyto;http://www.thecrag.com/area/85536255;Clapeyto - Le monstre;Classic;31.07.2022 02:00;22.09.2022 11:00;
La créature;La créature;Red point;7c+;7c+;Sport;Sport;20m;;1;***;2675807460;http://www.thecrag.com/route/2675807460;France;http://www.thecrag.com/area/11747155;Clapeyto;http://www.thecrag.com/area/85536255;Clapeyto - Le monstre;Classic;31.07.2022 02:00;22.09.2022 11:00;
Le Monstre;Le Monstre;Red point;8a;8a;Sport;Sport;20m;;1;**;2675807670;http://www.thecrag.com/route/2675807670;France;http://www.thecrag.com/area/11747155;Clapeyto;http://www.thecrag.com/area/85536255;Clapeyto - Le monstre;Very Good;31.07.2022 02:00;22.09.2022 11:00;
Pitchoun teignous;Pitchoun teignous;Onsight;6c+;6c+;Sport;Sport;20m;;1;*;2675807139;http://www.thecrag.com/route/2675807139;France;http://www.thecrag.com/area/11747155;Clapeyto;http://www.thecrag.com/area/85536255;Clapeyto - Le monstre;Good;31.07.2022 02:00;22.09.2022 11:00;
La ruee vers l'or;La ruee vers l'or;Onsight;6c+;6c+;Sport;Sport;35m;;1;**;1339363800;http://www.thecrag.com/route/1339363800;France;http://www.thecrag.com/area/11747155;Tournoux;http://www.thecrag.com/area/508822554;Tournoux - La ruee vers l'or;Average;24.07.2022 02:00;22.09.2022 10:58;
Rape a Plat;Rape a Plat;Onsight;7c;7c;Sport;Sport;30m;;1;**;2157107598;http://www.thecrag.com/route/2157107598;France;http://www.thecrag.com/area/11747155;Tournoux;http://www.thecrag.com/area/508822554;Tournoux - La ruee vers l'or;Good;24.07.2022 02:00;22.09.2022 10:58;
Démons;Démons;Onsight;6b+;7a;Sport;Sport;35m;;1;***;6440151924;http://www.thecrag.com/route/6440151924;France;http://www.thecrag.com/area/11747155;Panacelle;http://www.thecrag.com/area/85536021;Panacelle - Le Vampire;Classic;23.07.2022 02:00;22.09.2022 10:56;
Punishment Park;Punishment Park;Onsight;6a+;6c;Sport;Sport;;;1;*;6440118276;http://www.thecrag.com/route/6440118276;France;http://www.thecrag.com/area/11747155;Panacelle;http://www.thecrag.com/area/85536021;Panacelle - Le Vampire;Good;23.07.2022 02:00;22.09.2022 10:56;
Amnéstique s'abstenir;Amnéstique s'abstenir;Flash;7b+;7b+;Sport;Sport;45m;;1;**;6440118555;http://www.thecrag.com/route/6440118555;France;http://www.thecrag.com/area/11747155;Panacelle;http://www.thecrag.com/area/85536021;Panacelle - Le Vampire;Very Good;23.07.2022 02:00;22.09.2022 10:56;
Emilio (right finish);Emilio (right finish);Onsight;7a+;7a+;Sport;Sport;45m;;1;**;6440126166;http://www.thecrag.com/route/6440126166;France;http://www.thecrag.com/area/11747155;Panacelle;http://www.thecrag.com/area/85536021;Panacelle - Le Vampire;Very Good;23.07.2022 02:00;22.09.2022 10:56;
Requiem;Requiem;Onsight;7b;7a+;Sport;Sport;;;1;**;6440151645;http://www.thecrag.com/route/6440151645;France;http://www.thecrag.com/area/11747155;Panacelle;http://www.thecrag.com/area/85536021;Panacelle - Le Vampire;Very Good;23.07.2022 02:00;22.09.2022 10:56;
Skyrunning;Skyrunning;Onsight;8a+;7b+;Sport;Sport;65m;;1;***;968405211;http://www.thecrag.com/route/968405211;France;http://www.thecrag.com/area/11747155;La Saume;http://www.thecrag.com/area/968389179;La Saume - Secteur 2 - Main Cliff;Classic;21.07.2022 02:00;22.09.2022 10:50;
Paye ta Mission;Paye ta Mission;Onsight;6c+;6c+;Sport;Sport;30m;;1;***;968405895;http://www.thecrag.com/route/968405895;France;http://www.thecrag.com/area/11747155;La Saume;http://www.thecrag.com/area/968389179;La Saume - Secteur 2 - Main Cliff;Mega Classic;21.07.2022 02:00;22.09.2022 10:50;
L' etè où eset-il;L' etè où eset-il;Onsight;6b+;6b+;Sport;Sport;;;1;*;968417070;http://www.thecrag.com/route/968417070;France;http://www.thecrag.com/area/11747155;La Saume;http://www.thecrag.com/area/968389179;La Saume - Secteur 2 - Main Cliff;Good;21.07.2022 02:00;22.09.2022 10:50;
Benice L1;Benice L1;Onsight;6b;6b;Sport;Sport;;;1;**;3336780162;http://www.thecrag.com/route/3336780162;France;http://www.thecrag.com/area/11747155;Le Simoust;http://www.thecrag.com/area/2294342940;Le Simoust;Good;18.07.2022 02:00;22.09.2022 10:45;
L'escalade c'est pour rire!!;L'escalade c'est pour rire!!;Onsight;5c - 6a;5c;Sport;Sport;;;1;**;3774125943;http://www.thecrag.com/route/3774125943;France;http://www.thecrag.com/area/11747155;Le Simoust;http://www.thecrag.com/area/2294342940;Le Simoust;Good;18.07.2022 02:00;22.09.2022 10:45;
Le petit fer à cheval;Le petit fer à cheval;Onsight;6a+;6a+;Sport;Sport;;;1;;2184095145;http://www.thecrag.com/route/2184095145;France;http://www.thecrag.com/area/11747155;Niaux;http://www.thecrag.com/area/2507946786;Niaux - Saut de l'Ours;Average;26.06.2022 02:00;26.06.2022 22:15;
Les forges du paradis;Les forges du paradis;Onsight;5c+;5c+;Sport;Sport;12m;;1;*;4614629979;http://www.thecrag.com/route/4614629979;France;http://www.thecrag.com/area/11747155;Alliat;http://www.thecrag.com/area/2000206065;Alliat - La Loubetière;Good;26.06.2022 02:00;26.06.2022 22:14;
